"Word types: A = adjective, ADV = adverb, F = function word (non-specified), N = noun, NUM = numeral, V = verb.",,,,,,,,,,,
"AoA = Age of Acquisition, new = ratings collected for the present study, MRC = ratings (not specified for word class), available on the MRC Psycholinguistic Database (1997). Oxford: Medical Research Council.",,,,,,,,,,,
"Frequency = logarithm of combined written and spoken count divided by total words in corpus of Celex Database (Baayen, R.H., Piepenbrock, R. & Gulikers, L. (1995). The CELEX Lexical Database [CD ROM]. Philadelphia, PA: Linguistic Data Consortium, University of Pennsylvania).",,,,,,,,,,,
WORD,Word type,new AoA,new Imageability,MRC AoA,MRC Imageability,Frequency,AoA_Kup,Bird_recalc,Bird_recalc2,,
harmony,N,498,.,.,423,1.1554,8.79,9.45886,9.36206216,,
harvest,V,421,557,322,562,0.9852,7.4,7.95197,7.74269364,,
hate,N,333,395,278,462,1.1817,5.53,6.22981,6.11036756,,
hate,V,350,.,278,462,1.9628,5.53,6.5625,6.40755,,
hatred,N,426,.,.,417,1.3382,8.72,8.04982,7.84243304,,
have,V,253,.,.,271,4.1311,3.72,4.66421,4.82857236,,
have to,V,306,262,.,.,.,#N/A,5.70142,5.65623944,,
he,F,189,.,.,452,3.9468,3.813235,3.41173,3.94174484,,
head,V,443,340,181,593,1.6704,3.42,8.38251,8.18717196,,
headmaster,N,352,639,.,.,0.932,10.26,6.60164,6.44308416,,
heal,V,357,.,.,438,1.1704,7.47,6.69949,6.53244596,,
healthy,A,366,507,.,.,1.6086,7.61,6.87562,6.69519224,,
hear,V,253,.,.,425,2.7039,3.8,4.66421,4.82857236,,
heat,N,299,510,278,507,2.0416,5.33,5.56443,5.54208204,,
heat,V,322,500,278,507,1.4444,5.33,6.01454,5.92270536,,
Hebrew,N,533,336,.,.,0.8476,#N/A,10.14381,10.15709556,,
hedgehog,N,366,639,.,.,0.316,8.63,6.87562,6.69519224,,
heighten,V,502,355,.,.,0.7803,11.17,9.53714,9.45105816,,
held,V,306,401,.,.,2.6675,#N/A,5.70142,5.65623944,,
help,N,269,405,222,464,2.1315,3.65,4.97733,5.06953044,,
help,V,262,484,222,464,2.5895,3.65,4.84034,4.96316376,,
helpful,A,315,.,.,346,1.4202,5.44,5.87755,5.805179,,
helpfulness,N,399,367,.,.,0.1072,7.244789,7.52143,7.31277404,,
helpless,A,406,421,.,.,1.2669,8.32,7.65842,7.44798744,,
hence,F,519,173,.,.,1.4915,11.091966,9.86983,9.83466044,,
her,F,205,.,.,464,3.586,5.092075,3.72485,4.151901,,
here,F,214,.,.,278,2.8952,3.738636,3.90098,4.27349784,,
hers,F,218,300,.,.,1.4302,4.388713,3.97926,4.32832296,,
herself,F,311,290,.,.,2.3509,6.903765,5.79927,5.73868284,,
hesitate,V,441,.,.,354,1.4795,8.3,8.34337,8.14616324,,
hid,V,240,426,.,.,2.0034,#N/A,4.4098,4.638464,,
hideous,A,489,456,.,.,1.0145,9.53,9.28273,9.16358084,,
hiding,N,372,386,.,.,0.5599,#N/A,6.99304,6.80504336,,
high,A,247,.,.,463,2.5953,4.58,4.54679,4.74019836,,
hike,V,432,535,.,.,0.5539,9.4,8.16724,7.96311296,,
him,F,221,.,.,421,3.4006,3.429583,4.03797,4.36975764,,
himself,F,310,.,.,317,2.7068,5.209302,5.7797,5.722134,,
hinder,V,450,352,.,.,0.6812,11.1,8.5195,8.33165,,
Hindi,N,633,241,.,.,-0.1739,#N/A,12.10081,12.63165956,,
Hindu,N,611,311,.,.,0.42,#N/A,11.67027,12.06144684,,
hint,N,448,276,408,343,1.3235,5.95,8.48036,8.29022016,,
hippopotamus,N,355,635,.,.,0.1271,7,6.66035,6.496611,,
hire,V,471,347,.,.,1.4915,9,8.93047,8.77392764,,
his,F,206,.,.,337,3.7464,3.685351,3.74442,4.16529144,,
hiss,V,327,471,.,.,0.943,6.33,6.11239,6.00755516,,
hit,V,230,.,.,.,2.0005,4.75,4.2141,4.495686,,
hither,F,508,177,.,.,0.1931,13.074168,9.65456,9.58545456,,
hole,N,221,534,.,527,1.9628,5.05,4.03797,4.36975764,,
holiday,N,297,612,258,629,1.9333,5.19,5.52529,5.50973636,,
holiday,V,381,522,258,629,-0.2115,5.19,7.16917,6.97185044,,
Holland,N,456,543,.,.,1.129,#N/A,8.63692,8.45666144,,
home,F,217,593,233,599,2.1983,3.86652,3.95969,4.31457156,,
home,N,269,600,233,599,2.5322,3.86652,4.97733,5.06953044,,
hone,V,577,289,.,.,-0.0757,12.72,11.00489,11.20884516,,
honed,A,585,273,.,.,-0.0757,#N/A,11.16145,11.406329,,
honest,A,357,.,.,366,1.556,5.46,6.69949,6.53244596,,
honesty,N,370,.,.,386,0.9458,5,6.9539,6.768306,,
Hong Kong,N,529,526,.,.,-1.5539,#N/A,10.06553,10.06436964,,
honour,V,488,347,439,363,1.1485,#N/A,9.26316,9.14167776,,
hoot,V,392,.,.,.,0.4955,7.78,7.38444,7.17903456,,
hoover,V,437,573,.,.,-0.4685,9.163049,8.26509,8.06450676,,
hope,N,357,348,.,421,1.9049,4.89,6.69949,6.53244596,,
hope,V,350,362,.,421,2.3578,4.89,6.5625,6.40755,,
horrendous,A,549,383,.,.,0.1931,9.94,10.45693,10.53281204,,
horse,N,208,.,267,624,2.1223,4.15,3.78356,4.19216256,,
host,N,508,455,.,.,1.4285,8.05,9.65456,9.58545456,,
hot,A,172,.,.,551,2.1618,3.37,3.07904,3.72689136,,
hour,N,273,.,.,408,2.5763,5.85,5.05561,5.13097316,,
house,N,189,.,.,606,2.7831,3.16,3.41173,3.94174484,,
househusband,N,631,459,.,.,-1.5539,13.38,12.06167,12.57922044,,
housewife,N,441,591,.,.,1.1605,8.28,8.34337,8.14616324,,
housework,N,385,587,.,.,0.871,7,7.24745,7.046769,,
how,F,273,.,.,230,2.8656,5.3585,5.05561,5.13097316,,
however,F,417,.,.,247,-1.5539,7.138219,7.87369,7.66344356,,
howl,V,324,507,269,536,0.9951,5.55,6.05368,5.95655504,,
howsoever,F,557,144,.,.,-1.2218,11.816642,10.61349,10.72355796,,
huff,N,404,338,.,.,-0.1739,9.28,7.61928,7.40920464,,
hug,V,245,.,.,.,1.0546,2.58,4.50765,4.710981,,
huge,A,325,542,.,.,2.0338,4.9,6.07325,5.973525,,
Humanitarianism,N,650,238,.,.,-0.2147,13.617675,12.4335,13.08225,,
humanity,N,611,.,.,442,1.2709,9.28,11.67027,12.06144684,,
humour,N,478,425,417,462,1.3796,#N/A,9.06746,8.92430136,,
Hungary,N,551,430,.,.,-1.5539,#N/A,10.49607,10.58031804,,
hunt,V,366,502,.,527,1.4581,6.06,6.87562,6.69519224,,
hurdle,V,497,477,.,600,-0.2986,8.75,9.43929,9.33988836,,
hurl,V,441,476,.,.,1.0973,8.06,8.34337,8.14616324,,
hurry,V,299,498,.,.,1.6021,4.44,5.56443,5.54208204,,
hurt,N,251,460,219,465,0.2385,4,4.62507,4.79899404,,
hurt,V,258,492,219,465,1.8278,4,4.76206,4.90304456,,
hurtful,A,407,382,.,.,0.0253,7.75,7.67799,7.46742396,,
husband,N,328,.,.,537,2.1884,5.53,6.13196,6.02461536,,
Hutterite,N,652,100,.,.,-1.5539,#N/A,12.47264,13.13583216,,
hydrology,N,652,128,.,.,-1.5539,14.87,12.47264,13.13583216,,
hyena,N,513,523,.,.,0.616,6.61,9.75241,9.69827876,,
hyperactivity,N,624,420,.,.,-1.5539,11.16,11.92468,12.39663104,,
I,F,169,.,.,465,4.0441,2.790163,3.02033,3.68987844,,
Iberia,N,626,338,.,.,-0.4685,#N/A,11.96382,12.44864904,,
ice,N,253,630,261,635,1.7221,3.86,4.66421,4.82857236,,
ice,V,377,518,261,635,0.4953,3.86,7.09089,6.89741316,,
Iceland,N,496,498,.,.,0.3802,#N/A,9.41972,9.31774464,,
idea,N,348,.,.,319,2.6004,5.95,6.52336,6.37213616,,
idiocy,N,579,253,.,.,0.2253,11,11.04403,11.25803564,,
if,F,236,.,.,228,3.4789,5.3585,4.33152,4.58099184,,
ignorance,N,485,.,.,386,1.2761,10.21,9.20445,9.076149,,
ignore,V,430,.,.,400,1.8489,6.74,8.1281,7.922766,,
iguana,N,595,451,.,.,0.0899,7.61,11.35715,11.655891,,
ill,A,269,472,.,.,1.7688,5.603611,4.97733,5.06953044,,
ill,N,555,187,.,.,0.6767,5.603611,10.57435,10.675691,,
illness,N,317,486,.,.,1.6039,7,5.91669,5.83860756,,
imagine,V,374,413,.,.,2.0937,6.06,7.03218,6.84190104,,
immaterial,A,584,220,.,.,0.1461,11.83,11.14188,11.38153824,,
immediately,ADV,403,352,.,.,2.0846,6.765224,7.59971,7.38985836,,
impel,V,584,253,.,.,0.4955,14.44,11.14188,11.38153824,,
implication,N,593,242,.,.,1.5275,12.22,11.31801,11.60573796,,
implode,V,624,219,.,.,-1.5539,13.83,11.92468,12.39663104,,
implore,V,555,319,.,.,0.525,12.44,10.57435,10.675691,,
improve,V,427,.,.,307,1.9737,7.47,8.06939,7.86247116,,
improved,A,421,331,.,.,1.9737,#N/A,7.95197,7.74269364,,
in,F,205,.,.,334,4.2673,3.685351,3.72485,4.151901,,
inch,N,308,.,.,497,1.7802,5.11,5.74056,5.68912656,,
including,A,412,273,.,.,2.1081,#N/A,7.77584,7.56505776,,
increase,V,407,386,419,356,2.3641,7.42,7.67799,7.46742396,,
Independent,N,533,375,.,361,-0.1737,9.28,10.14381,10.15709556,,
India,N,478,531,.,.,1.7769,#N/A,9.06746,8.92430136,,
indifference,N,582,292,.,.,1.0715,9.22,11.10274,11.33204696,,
indigo,N,542,469,.,.,0.1614,8.89,10.31994,10.36748856,,
infatuate,V,606,305,.,.,-1.5539,11.43299,11.57242,11.93388344,,
infatuated,A,608,395,.,.,-0.2518,12.52,11.61156,11.98481856,,
infection,N,434,.,.,487,1.3866,8.05,8.20638,8.00358024,,
infer,V,593,261,.,.,0.6395,12.71,11.31801,11.60573796,,
inform,V,458,385,.,.,1.5641,8.79,8.67606,8.49857256,,
inish,V,313,438,300,437,2.0989,#N/A,5.83841,5.77187076,,
injure,V,385,460,.,.,1.0026,7.53,7.24745,7.046769,,
inside,N,255,.,.,371,1.2413,4.772365,4.70335,4.858271,,
insist,V,423,364,.,.,1.8911,8.33,7.99111,7.78249916,,
instance,N,474,262,471,250,2.0759,9.568015,8.98918,8.83819304,,
instant,N,427,335,.,.,1.1973,7.05,8.06939,7.86247116,,
instantly,ADV,432,325,.,.,1.3269,7.543185,8.16724,7.96311296,,
instigate,V,608,270,.,.,0.3385,12.44,11.61156,11.98481856,,
instruction,N,422,428,.,.,1.6615,7.47,7.97154,7.76258136,,
instructor,N,445,.,.,551,0.8577,8.19,8.42165,8.228301,,
instrument,N,379,552,.,521,1.6117,6.94,7.13003,6.93457164,,
insult,N,452,378,.,477,1.1381,8.63,8.55864,8.37320016,,
insult,V,456,389,.,477,1.0143,8.63,8.63692,8.45666144,,
integrity,N,605,.,.,379,1.0282,10.72,11.55285,11.908461,,
intent,N,553,251,.,.,0.9671,9.37,10.53521,10.62794436,,
interest,N,407,385,411,359,2.459,7.37,7.67799,7.46742396,,
interest,V,441,327,411,359,0.8807,7.37,8.34337,8.14616324,,
interpret,V,538,374,.,.,1.4089,9.56,10.24166,10.27367976,,
into,F,260,.,.,259,3.2966,6.520113,4.8012,4.933044,,
intolerance,N,570,325,.,.,0.3263,11.4,10.8679,11.037626,,
intrigue,V,594,298,.,.,1.0795,10.68,11.33758,11.63079944,,
intrigued,A,590,348,.,.,-1.5539,10.932111,11.2593,11.530734,,
introduce,V,469,445,.,.,1.9583,8.21,8.89133,8.73123444,,
invent,V,420,440,.,.,1.5209,8.16,7.9324,7.722836,,
invigorate,V,577,340,.,.,0.2529,11.56,11.00489,11.20884516,,
invite,N,394,467,.,.,0.2923,6.79,7.42358,7.21709544,,
invite,V,353,451,.,.,1.8157,6.79,6.62121,6.46089636,,
involve,V,473,316,.,.,2.3245,9.71,8.96961,8.81674116,,
IRA,N,596,514,.,.,1.3393,#N/A,11.37672,11.68101264,,
Iran,N,613,459,.,.,1.0282,#N/A,11.70941,12.11268276,,
Iraq,N,609,476,.,.,0.7513,#N/A,11.63113,12.01033124,,
Ireland,N,437,604,.,.,1.5897,#N/A,8.26509,8.06450676,,
Irish,N,430,553,.,.,0.1072,#N/A,8.1281,7.922766,,
irk,V,583,218,.,.,0.0682,11.33,11.12231,11.35677756,,
iron,N,308,557,281,561,1.8516,7.32,5.74056,5.68912656,,
iron,V,290,585,281,561,0.6714,7.32,5.3883,5.397474,,
irritability,N,519,352,.,.,0.2923,11.72,9.86983,9.83466044,,
is,V,193,.,.,230,4.5842,#N/A,3.49001,3.99356196,,
Islam,N,626,300,.,.,0.8871,#N/A,11.96382,12.44864904,,
Israel,N,547,453,.,.,1.6519,#N/A,10.41779,10.48542636,,
it,F,187,.,.,265,4.048,4.39937,3.37259,3.91601676,,
Italy,N,469,552,.,.,1.5128,#N/A,8.89133,8.73123444,,
its,F,243,.,.,229,3.1909,#N/A,4.46851,4.68188396,,
itself,F,316,181,.,.,2.4489,6.4242,5.89712,5.82187824,,
jaguar,N,493,545,.,.,0.7016,7.78,9.36101,9.25149396,,
Jamaica,N,538,503,.,.,0.8189,#N/A,10.24166,10.27367976,,
January,N,302,523,.,.,1.6086,5.518355,5.62314,5.59082616,,
Japan,N,467,496,.,.,1.4803,7.330045,8.85219,8.68866156,,
jealousy,N,448,.,.,475,1.1621,7.61,8.48036,8.29022016,,
Jehovah's Witness,N,607,417,.,.,-1.5539,#N/A,11.59199,11.95933596,,
Jersey,N,527,529,306,572,1.0048,8.960566,10.02639,10.01818716,,
Jew,N,473,523,.,.,1.9284,#N/A,8.96961,8.81674116,,
jeweller,N,435,545,.,.,0.1461,#N/A,8.22595,8.023859,,
Jewish,N,480,391,.,.,1.6646,#N/A,9.1066,8.967536,,
Jewish Orthodox,N,624,319,.,.,-1.5539,#N/A,11.92468,12.39663104,,
job,N,327,.,.,470,2.5228,5.39,6.11239,6.00755516,,
jog,V,551,510,.,504,0.661,6.21,10.49607,10.58031804,,
join,V,359,406,.,340,2.1611,5.83,6.73863,6.56840124,,
joiner,N,478,449,.,.,-0.0223,11.35,9.06746,8.92430136,,
joint,N,402,496,.,.,1.4311,9.05,7.58014,7.37054216,,
joke,V,364,459,289,483,1.0525,5.2,6.83648,6.65881584,,
jonquil,N,603,241,.,.,-1.5539,14,11.51371,11.85770636,,
journalist,N,534,512,.,.,1.4991,10.11,10.16338,10.18035224,,
Judaism,N,631,265,.,.,0.5391,#N/A,12.06167,12.57922044,,
judge,N,448,566,.,558,1.7683,8.85,8.48036,8.29022016,,
judge,V,458,358,.,558,1.6033,8.85,8.67606,8.49857256,,
judo,N,536,492,.,.,0.2788,10.67,10.20252,10.22695584,,
juggler,N,422,.,.,553,-0.2529,7.33,7.97154,7.76258136,,
jury,N,504,.,.,580,1.5045,11.05,9.57628,9.49573664,,
just,F,359,.,.,221,3.1329,7.010335,6.73863,6.56840124,,
kangaroo,N,368,627,455,.,0.4281,5.55,6.91476,6.73168896,,
keenness,N,467,316,.,.,-0.1079,11.72,8.85219,8.68866156,,
keep,V,282,286,.,284,2.8188,4.42,5.23174,5.27097896,,
ken,N,544,138,.,.,-1.5539,#N/A,10.35908,10.41457344,,
Kenya,N,560,445,.,.,0.7642,#N/A,10.6722,10.795584,,
khaki,N,469,518,.,.,0.0043,9.89,8.89133,8.73123444,,
kick,V,243,.,228,551,1.6239,4.06,4.46851,4.68188396,,
kid,N,297,521,.,525,1.8967,4.28,5.52529,5.50973636,,
kill,V,329,.,.,481,2.3219,6.35,6.15153,6.04170564,,
kind,A,267,397,.,383,1.3382,4.89,4.93819,5.03898956,,
kind,N,361,246,.,383,2.6957,4.89,6.77777,6.60447684,,
king,N,264,.,.,585,1.9985,5.42,4.87948,4.99340384,,
kingdom,N,342,.,.,494,1.5023,6.05,6.40594,6.26661656,,
kit out,V,510,405,.,.,-1.5539,#N/A,9.6937,9.630494,,
kitchen,N,234,634,.,.,2.0469,3.68,4.29238,4.55243624,,
kitchen maid,N,417,518,.,.,-1.5539,#N/A,7.87369,7.66344356,,
kitten,N,213,.,219,639,0.8475,3.64,3.88141,4.25986676,,
kiwi,N,544,510,.,.,0.0492,7.56,10.35908,10.41457344,,
knead,V,439,.,.,.,0.4639,8.8,8.30423,8.10527484,,
knight,N,396,.,.,608,1.1182,6.264345,7.46272,7.25527664,,
knock,N,290,416,.,.,0.8837,4.63,5.3883,5.397474,,
knock,V,262,.,.,.,1.7299,4.63,4.84034,4.96316376,,
know,V,275,.,.,278,3.3271,4.5,5.09475,5.161875,,
koala,N,486,562,.,.,-0.3468,6,9.22402,9.09796184,,
Korea,N,622,386,.,.,0.8439,#N/A,11.88554,12.34473336,,
labour,N,480,434,506,424,1.9722,#N/A,9.1066,8.967536,,
Labour,N,538,432,506,424,2.2337,#N/A,10.24166,10.27367976,,
labourer,N,491,534,.,.,1.1655,#N/A,9.32187,9.20747724,,
land,N,323,535,286,566,2.4125,5.22,6.03411,5.93961516,,
landlord,N,432,529,.,.,1.4622,10.05,8.16724,7.96311296,,
landscape,V,568,465,.,608,0.3269,9.89,10.82876,10.98897696,,
language,N,432,405,.,.,2.1923,6.79,8.16724,7.96311296,,
lapis lazuli,N,644,200,.,.,-1.5539,#N/A,12.31608,12.92222544,,
large,A,284,.,.,449,2.6411,5.74,5.27088,5.30242224,,
largesse,N,607,163,.,.,0.0253,12.31,11.59199,11.95933596,,
lark,N,390,.,.,573,0.586,11.82,7.3453,7.141094,,
last,A,275,364,.,367,-1.5539,4.346085,5.09475,5.161875,,
late,A,277,.,.,387,2.7996,5.28,5.13389,5.19289716,,
later,F,325,305,.,.,2.7996,4.751051,6.07325,5.973525,,
Latter-day Saint,N,641,164,.,.,-1.5539,#N/A,12.25737,12.84261924,,
Latvia,N,633,259,.,.,-1.5539,#N/A,12.10081,12.63165956,,
laugh,N,230,582,.,528,1.4032,3.79,4.2141,4.495686,,
lavender,N,374,596,.,.,0.1931,9.11,7.03218,6.84190104,,
lay,V,344,405,.,426,2.083,5.838065,6.44508,6.30166944,,
layer,N,435,374,.,.,1.5331,8.28,8.22595,8.023859,,
leadership,N,518,354,.,.,1.6033,8.74,9.85026,9.81185496,,
leaning,N,560,235,.,.,0.1614,6.477485,10.6722,10.795584,,
leap,V,352,508,.,494,1.4867,5.53,6.60164,6.44308416,,
learn,V,280,.,.,361,2.4894,4.44,5.1926,5.239656,,
learnt,A,324,293,.,.,2.4894,#N/A,6.05368,5.95655504,,
lease,V,560,315,.,426,0.4099,11.11,10.6722,10.795584,,
least,F,359,.,.,302,2.3968,#N/A,6.73863,6.56840124,,
Lebanon,N,624,338,.,.,1.0026,#N/A,11.92468,12.39663104,,
lecture,V,533,506,536,564,1.0327,9.5,10.14381,10.15709556,,
lecturer,N,549,.,.,551,1.1126,8.69,10.45693,10.53281204,,
left,A,280,.,.,383,1.8216,5.57164,5.1926,5.239656,,
leg,N,165,.,.,601,2.2441,3,2.94205,3.640949,,
lengthen,V,432,447,.,.,0.7924,7.84,8.16724,7.96311296,,
leopard,N,421,.,418,635,0.9261,6.84,7.95197,7.74269364,,
less,F,298,.,.,286,2.3784,#N/A,5.54486,5.52589416,,
let,V,425,383,.,.,2.6352,4.53,8.03025,7.822425,,
Liberal,N,590,347,.,.,1.3141,11.17,11.2593,11.530734,,
Liberal Democrat,N,643,358,.,.,-1.5539,#N/A,12.29651,12.89565996,,
librarian,N,445,570,.,.,0.7016,6.14,8.42165,8.228301,,
Libya,N,612,374,.,.,0.716,#N/A,11.68984,12.08704976,,
lie,N,286,309,250,385,1.2986,3.75,5.31002,5.33398584,,
lie,V,277,.,250,385,1.3106,3.75,5.13389,5.19289716,,
Liechtenstein,N,641,220,.,.,-0.1367,#N/A,12.25737,12.84261924,,
life,N,335,.,.,482,2.9214,5.89,6.26895,6.144879,,
lift,V,277,.,311,482,1.9453,4.74,5.13389,5.19289716,,
light,V,295,.,.,542,1.7303,4.05,5.48615,5.477511,,
like,A,249,332,.,352,-1.5539,3.685351,4.58593,4.76953604,,
like,V,251,363,.,352,2.5147,3.685351,4.62507,4.79899404,,
likely,ADV,372,247,.,.,2.2635,6.33,6.99304,6.80504336,,
lilac,N,421,584,.,.,0.6335,8.89,7.95197,7.74269364,,
limited,A,500,.,.,281,1.709,7.38333,9.498,9.4065,,
linger,V,474,385,.,.,1.0795,10.56,8.98918,8.83819304,,
link,V,452,397,.,481,1.6181,9.94,8.55864,8.37320016,,
liquid,A,368,542,343,589,1.0568,5.83,6.91476,6.73168896,,
liquid,N,366,557,343,589,1.2786,5.83,6.87562,6.69519224,,
Lisbon,N,612,391,.,.,-1.5539,#N/A,11.68984,12.08704976,,
listen,V,266,.,.,378,2.2489,5.4,4.91862,5.02376424,,
listening,N,287,452,.,.,2.2489,#N/A,5.32959,5.34981276,,
lit,V,287,483,.,.,.,#N/A,5.32959,5.34981276,,
Lithuania,N,630,276,.,.,-1.5539,#N/A,12.0421,12.553046,,
little,A,220,.,.,502,2.6514,3.95,4.0184,4.355916,,
live,V,297,.,.,446,2.7189,6.1,5.52529,5.50973636,,
lizard,N,421,.,.,632,0.6448,5.42,7.95197,7.74269364,,
llama,N,502,500,.,.,-0.3468,8.61,9.53714,9.45105816,,
loan,N,502,363,428,430,1.5423,9.57,9.53714,9.45105816,,
loan,V,482,332,428,430,0.3269,9.57,9.14574,9.01089096,,
local,A,471,382,.,.,2.3955,8.79,8.93047,8.77392764,,
local government,N,608,405,.,.,-1.5539,#N/A,11.61156,11.98481856,,
location,N,549,346,.,.,1.3621,6.86,10.45693,10.53281204,,
logger,N,582,324,.,.,-0.301,9.82,11.10274,11.33204696,,
lonely,A,396,.,.,443,1.4556,5.8,7.46272,7.25527664,,
long,A,277,413,.,471,2.7188,4.239515,5.13389,5.19289716,,
look,V,238,429,225,395,3.1303,4.05,4.37066,4.60966776,,
Loony Party,N,641,273,.,.,-1.5539,#N/A,12.25737,12.84261924,,
lorry,N,273,.,.,383,1.1219,13.56,5.05561,5.13097316,,
lorry driver,N,290,589,.,.,-1.5539,#N/A,5.3883,5.397474,,
lose,V,286,.,.,373,2.5315,5.78,5.31002,5.33398584,,
lottery,N,611,550,.,.,0.3385,9.33,11.67027,12.06144684,,
loud,A,256,.,.,448,1.4722,4.537911,4.72292,4.87316544,,
love,N,251,503,303,569,2.3548,5.17,4.62507,4.79899404,,
love,V,297,.,303,569,2.3783,5.17,5.52529,5.50973636,,
lovely,A,286,.,.,491,1.7944,7.26,5.31002,5.33398584,,
loving,A,330,.,.,497,1.1881,#N/A,6.1711,6.058826,,
low,A,290,.,.,378,2.2596,4.7,5.3883,5.397474,,
lumberjack,N,521,534,.,.,-0.2147,8.9,9.90897,9.88036164,,
lust,N,610,.,.,444,1.012,12.22,11.6507,12.035874,,
Lutherism,N,648,134,.,.,-1.5539,#N/A,12.39436,13.02878816,,
Luxembourg,N,572,378,.,.,-1.5539,#N/A,10.90704,11.08639536,,
machine,N,361,.,.,575,2.09,6.53,6.77777,6.60447684,,
machine tool operator,N,588,410,.,.,-1.5539,#N/A,11.22016,11.48088176,,
machinist,N,549,465,.,.,-0.4685,12.040439,10.45693,10.53281204,,
madder,N,478,249,.,.,-1.2218,#N/A,9.06746,8.92430136,,
made,V,292,.,.,351,3.3688,#N/A,5.42744,5.42939856,,
magenta,N,568,424,.,.,-0.5528,7.79,10.82876,10.98897696,,
magic,N,308,482,281,458,1.3223,5.52,5.74056,5.68912656,,
magic,V,417,317,.,.,-1.5539,5.52,7.87369,7.66344356,,
magical,A,370,440,.,.,1.1199,5.95,6.9539,6.768306,,
magicly,ADV,484,262,.,.,-1.5539,#N/A,9.18488,9.05436624,,
magnolia,N,568,537,.,.,0.179,9.89,10.82876,10.98897696,,
maid,N,353,560,.,.,1.237,6.95,6.62121,6.46089636,,
main,A,383,331,364,309,2.2861,6.55,7.20831,7.00924956,,
maintenance,N,544,351,.,.,1.3662,10.5,10.35908,10.41457344,,
maintenance man,N,570,480,.,.,-1.5539,#N/A,10.8679,11.037626,,
make,V,273,393,.,322,3.3688,4.68,5.05561,5.13097316,,
Malaya,N,596,300,.,.,0.4548,#N/A,11.37672,11.68101264,,
Malaysia,N,613,309,.,.,0.4639,#N/A,11.70941,12.11268276,,
malice,N,566,.,.,365,0.8475,12.33,10.78962,10.94044824,,
Malta,N,564,405,.,.,0.2095,#N/A,10.75048,10.89203984,,
mam,N,286,459,.,.,0.42,#N/A,5.31002,5.33398584,,
man,N,176,620,.,567,3.213,3.11,3.15732,3.77666304,,
manage,V,426,.,.,303,2.1068,7.67,8.04982,7.84243304,,
manager,N,460,533,.,.,1.7415,9.4,8.7152,8.540604,,
manner,N,448,.,.,342,1.8898,6.83,8.48036,8.29022016,,
many,F,318,.,.,393,2.9863,4.601853,5.93626,5.85536696,,
map,N,361,607,.,587,1.6051,5.6,6.77777,6.60447684,,
map,V,473,366,.,587,0.5533,5.6,8.96961,8.81674116,,
marinade,V,635,472,.,.,-0.5528,11.21,12.13995,12.684219,,
mark,N,299,465,.,434,1.7406,6.477485,5.56443,5.54208204,,
marmoset,N,624,298,.,.,-0.2147,13,11.92468,12.39663104,,
maroon,N,510,506,.,503,-0.2986,8.28,9.6937,9.630494,,
married,A,336,.,.,568,1.7393,5.156017,6.28852,6.16217984,,
marten,N,611,262,.,.,-0.1367,10.14,11.67027,12.06144684,,
marvelous,A,417,325,.,.,1.5798,8.267861,7.87369,7.66344356,,
mash,V,331,517,.,472,0.6662,6.95,6.19067,6.07597644,,
mass,N,487,387,458,484,2.0427,9.17,9.24359,9.11980476,,
match,V,426,403,.,490,1.4914,5.72,8.04982,7.84243304,,
material,N,376,506,378,490,2.1663,8.06,7.07132,6.87887904,,
mathematics,N,439,.,.,480,1.4202,6.78,8.30423,8.10527484,,
matter,N,404,293,411,298,2.4461,7.56,7.61928,7.40920464,,
mature,A,527,441,.,363,1.152,9.25,10.02639,10.01818716,,
mature,V,525,362,.,363,0.9203,9.25,9.98725,9.972125,,
Mauritius,N,628,347,.,.,-0.1739,#N/A,12.00296,12.50078736,,
mauve,N,482,500,.,.,0.1271,11.26,9.14574,9.01089096,,
may,V,308,296,.,370,3.1588,5.65,5.74056,5.68912656,,
maybe,F,310,.,.,222,2.1319,4.495283,5.7797,5.722134,,
me,F,157,.,.,430,3.3813,3.280385,2.78549,3.54453396,,
meal,N,239,.,.,573,1.9591,4.74,4.39023,4.62405084,,
mean,V,344,207,.,419,2.8653,4,6.44508,6.30166944,,
meaning,N,392,243,.,.,1.8071,6.1,7.38444,7.17903456,,
meanness,N,427,373,.,.,0.316,4.53,8.06939,7.86247116,,
measure,N,411,405,344,379,1.8638,7.53,7.75627,7.54547084,,
measure,V,366,476,344,379,1.554,7.53,6.87562,6.69519224,,
measurement,N,396,438,.,.,0.8932,6.05,7.46272,7.25527664,,
mechanism,N,516,403,.,.,1.4146,10.61,9.81112,9.76633424,,
meditate,V,598,440,.,.,0.525,11.44,11.41586,11.73134616,,
meet,V,305,.,.,438,2.3685,4.74,5.68185,5.639841,,
melt,V,303,.,.,461,1.3866,5.47,5.64271,5.60713436,,
memorise,V,424,397,.,.,0.6021,#N/A,8.01068,7.80244704,,
memory,N,389,.,.,391,1.9469,6.4,7.32573,7.12216884,,
mend,V,297,483,.,.,0.9263,9.11,5.52529,5.50973636,,
menial,A,564,263,.,.,0.1461,12.88,10.75048,10.89203984,,
meritocracy,N,648,109,.,.,-0.6576,13.89,12.39436,13.02878816,,
metallurgy,N,646,231,.,.,-0.1367,12.85,12.35522,12.97544664,,
Methodism,N,592,288,.,.,-0.6576,#N/A,11.29844,11.58070656,,
Methodist,N,527,346,.,.,0.0253,#N/A,10.02639,10.01818716,,
