Word,Word type,new AoA,Frequency,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum,pos_new,icon_eng,freq_eng,Bigram,Conc.M,Conc.SD,Unknown,Total,SUBTLEX
show,V,277.0,2.6712,5.91,1.27,22.0,4.1,2.41,21.0,verb,0.846153846,5.67,0.0,3.97,0.93,0.0,30.0,24906.0
shower,V,484.0,0.7471,7.19,1.57,21.0,4.15,2.72,20.0,noun,0.941176471,4.4,0.0,4.89,0.42,0.0,27.0,2097.0
shriek,V,374.0,1.0652,3.45,1.8,38.0,5.37,2.82,41.0,noun,3.5,2.7,0.0,3.97,1.33,0.0,30.0,32.0
shuffle,V,394.0,1.0715,4.72,1.02,18.0,3.45,2.28,20.0,verb,3.2,3.49,0.0,3.83,1.31,0.0,24.0,150.0
sight,N,331.0,2.0067,7.11,1.41,18.0,3.2,2.89,20.0,noun,0.181818182,4.54,0.0,3.21,1.23,0.0,28.0,2311.0
sing,V,221.0,1.8954,7.5,1.37,22.0,4.1,2.49,21.0,verb,1.7,4.54,0.0,4.34,1.17,0.0,29.0,4977.0
sink,N,236.0,1.1638,4.62,1.63,21.0,3.7,2.18,23.0,noun,0.5,4.16,0.0,4.74,0.86,0.0,27.0,863.0
sink,V,318.0,1.6975,4.62,1.63,21.0,3.7,2.18,23.0,noun,0.5,4.16,0.0,4.74,0.86,0.0,27.0,863.0
sister,N,208.0,2.0566,7.0,1.77,22.0,3.86,2.06,21.0,noun,0.533333333,4.95,0.0,4.0,1.36,0.0,27.0,9207.0
site,N,445.0,1.8967,5.22,1.48,18.0,3.55,1.63,22.0,noun,-0.8,5.26,0.0,4.56,0.89,0.0,27.0,980.0
skate,V,357.0,0.4284,6.74,1.66,19.0,4.48,2.5,23.0,verb,1.416666667,3.72,0.0,4.56,0.87,0.0,25.0,301.0
skip,V,288.0,0.9727,4.76,1.58,21.0,4.25,1.96,24.0,verb,2.090909091,4.15,0.0,4.07,1.25,0.0,28.0,1076.0
skunk,N,501.0,-0.6508,3.78,1.96,18.0,5.81,2.23,21.0,noun,1.6,3.1,0.0,4.88,0.43,0.0,26.0,166.0
sky,N,219.0,1.9241,7.32,1.7,19.0,2.74,1.91,23.0,noun,0.0,4.73,0.0,4.45,1.12,0.0,29.0,2285.0
slave,N,417.0,1.5231,2.06,1.92,18.0,4.53,2.68,45.0,noun,-0.571428571,4.3,0.0,4.38,0.9,0.0,29.0,940.0
slavery,N,460.0,0.8743,2.0,1.97,18.0,5.45,3.0,22.0,noun,0.933333333,4.18,0.0,3.11,1.42,0.0,27.0,207.0
sleep,V,193.0,2.11,7.22,1.65,41.0,3.6,2.57,43.0,verb,0.7692307690000001,5.08,0.0,4.44,1.15,0.0,27.0,11625.0
slide,V,247.0,1.5437,5.71,1.71,21.0,3.3,2.1,23.0,verb,1.416666667,4.31,0.0,4.48,0.82,0.0,25.0,909.0
slim,V,516.0,-0.0757,6.63,1.61,19.0,4.26,2.07,23.0,adjective,1.818181818,4.03,0.0,3.93,1.08,0.0,30.0,605.0
slipper,N,251.0,0.9458,5.8,1.47,20.0,3.83,2.41,24.0,noun,1.5384615380000002,3.03,0.0,4.86,0.44,0.0,29.0,113.0
sloth,N,577.0,0.3263,4.05,2.14,20.0,2.9,2.2,20.0,noun,1.1,3.16,0.0,4.83,0.54,0.0,29.0,74.0
small,A,217.0,2.7792,5.76,2.02,21.0,3.43,1.78,21.0,adjective,1.923076923,5.53,0.0,3.22,1.67,0.0,27.0,6373.0
smell,N,243.0,1.697,6.39,1.79,18.0,5.24,2.83,21.0,verb,0.923076923,4.51,0.0,3.7,1.44,0.0,27.0,4240.0
smell,V,241.0,1.6766,6.39,1.79,18.0,5.24,2.83,21.0,verb,0.923076923,4.51,0.0,3.7,1.44,0.0,27.0,4240.0
smile,N,215.0,1.9197,7.89,2.19,18.0,4.62,3.09,21.0,noun,1.727272727,4.65,0.0,4.5,0.75,0.0,28.0,2958.0
smile,V,211.0,2.2083,7.89,2.19,18.0,4.62,3.09,21.0,noun,1.727272727,4.65,0.0,4.5,0.75,0.0,28.0,2958.0
smoke,V,348.0,1.6481,3.44,2.23,18.0,5.0,2.7,20.0,verb,2.307692308,4.72,0.0,4.96,0.19,0.0,27.0,3337.0
smooth,V,392.0,1.0438,6.42,1.77,19.0,2.76,2.02,21.0,adjective,3.25,4.36,0.0,3.81,1.24,0.0,27.0,932.0
snow,N,206.0,1.7893,6.78,1.78,37.0,4.57,2.72,42.0,noun,0.25,4.68,0.0,4.85,0.37,0.0,26.0,1599.0
snow,V,230.0,0.6164,6.78,1.78,37.0,4.57,2.72,42.0,noun,0.25,4.68,0.0,4.85,0.37,0.0,26.0,1599.0
snowball,V,256.0,-0.0757,6.86,1.53,21.0,4.3,2.36,23.0,noun,2.7,3.17,0.0,4.93,0.25,0.0,30.0,71.0
social,A,510.0,2.604,6.08,1.62,40.0,5.16,2.3,43.0,adjective,0.428571429,5.43,0.0,2.27,1.28,0.0,26.0,1703.0
socialist,N,633.0,1.4731,4.11,2.56,18.0,4.44,3.07,18.0,adjective,0.071428571,4.28,0.0,3.19,1.36,1.0,27.0,65.0
soft,A,239.0,1.9127,7.13,1.66,38.0,3.04,2.46,45.0,adjective,2.333333333,4.62,0.0,3.88,1.45,0.0,26.0,1633.0
solid,A,394.0,1.6437,5.65,1.73,20.0,2.36,1.73,22.0,adjective,1.153846154,4.68,0.0,4.42,0.81,0.0,26.0,998.0
solid,N,447.0,0.6812,5.65,1.73,20.0,2.36,1.73,22.0,adjective,1.153846154,4.68,0.0,4.42,0.81,0.0,26.0,998.0
solve,V,420.0,1.7193,6.3,2.0,20.0,4.35,2.52,23.0,verb,0.4166666670000001,4.42,0.0,2.1,1.18,1.0,30.0,994.0
sorry,A,230.0,1.9789,4.81,1.83,21.0,4.62,2.46,21.0,adjective,0.153846154,5.25,0.0,1.9,1.37,0.0,30.0,59566.0
sound,N,256.0,2.1825,6.45,1.34,22.0,4.14,2.35,21.0,verb,0.833333333,5.16,0.0,3.7,1.44,0.0,30.0,7313.0
soup,N,232.0,1.3059,7.05,1.4,21.0,4.24,2.57,25.0,noun,1.0,4.12,0.0,4.72,0.75,0.0,29.0,1285.0
sparrow,N,308.0,0.6448,6.58,1.57,19.0,3.78,2.58,23.0,noun,-0.3,3.44,0.0,4.85,0.46,0.0,27.0,133.0
speed,N,372.0,1.9049,6.71,2.03,21.0,6.8,2.69,20.0,noun,1.5,4.98,0.0,3.62,1.29,0.0,29.0,2104.0
spider,N,254.0,0.8475,3.35,2.3,20.0,6.91,1.93,22.0,noun,-0.545454545,4.2,0.0,4.97,0.18,0.0,30.0,515.0
spill,V,249.0,1.255,3.63,1.71,19.0,3.74,2.26,19.0,verb,1.916666667,3.83,0.0,4.07,1.04,1.0,28.0,432.0
spit,V,288.0,1.1801,3.0,1.78,20.0,3.57,2.4,21.0,verb,1.75,3.83,0.0,4.71,0.53,0.0,28.0,987.0
splash,V,239.0,1.0026,6.53,1.71,19.0,4.8,2.44,20.0,noun,3.5,3.78,0.0,4.19,1.0,0.0,27.0,215.0
split,V,355.0,1.5246,4.5,2.22,22.0,5.55,2.63,20.0,verb,1.076923077,4.64,0.0,3.96,1.4,0.0,25.0,1954.0
sprint,V,454.0,0.4373,5.67,2.33,21.0,5.9,2.9,20.0,noun,1.7,3.95,0.0,4.14,0.95,0.0,29.0,36.0
squirrel,N,353.0,0.7885,5.71,2.31,21.0,4.48,2.23,23.0,noun,0.363636364,3.69,0.0,4.89,0.42,0.0,28.0,279.0
staff,N,445.0,2.0804,5.18,1.01,22.0,4.3,2.2,20.0,noun,0.9,5.07,0.0,4.36,0.99,0.0,28.0,1632.0
start,N,353.0,1.6796,6.41,1.53,22.0,4.81,2.79,21.0,verb,-0.181818182,5.53,0.0,2.71,1.18,0.0,28.0,17345.0
start,V,290.0,2.6552,6.41,1.53,22.0,4.81,2.79,21.0,verb,-0.181818182,5.53,0.0,2.71,1.18,0.0,28.0,17345.0
state,N,467.0,2.5101,5.73,1.32,22.0,3.29,1.85,21.0,noun,0.071428571,5.76,0.0,3.52,1.45,0.0,27.0,5500.0
state,V,478.0,1.7033,5.73,1.32,22.0,3.29,1.85,21.0,noun,0.071428571,5.76,0.0,3.52,1.45,0.0,27.0,5500.0
stay,V,311.0,2.3991,6.14,1.64,22.0,3.14,1.82,21.0,verb,0.833333333,5.28,0.0,2.15,1.35,0.0,26.0,26298.0
steal,V,327.0,1.7207,2.17,1.15,18.0,5.3,2.79,20.0,verb,0.0,4.42,0.0,3.84,1.13,0.0,31.0,2720.0
stop,V,243.0,2.522,4.73,1.16,22.0,4.14,2.5,21.0,verb,2.5,5.48,0.0,3.68,1.28,0.0,25.0,36071.0
store,V,394.0,1.4883,5.94,1.76,18.0,3.43,1.99,21.0,noun,-0.875,4.98,0.0,4.5,0.65,0.0,26.0,4178.0
story,N,193.0,2.3589,7.27,1.24,22.0,3.52,2.54,21.0,noun,0.454545455,5.43,0.0,3.3,1.49,0.0,27.0,11260.0
street,N,247.0,2.5077,5.07,1.0,42.0,3.45,2.18,22.0,noun,-0.181818182,5.26,0.0,4.75,0.76,0.0,32.0,7557.0
stretch,V,387.0,1.8296,5.0,1.6,19.0,4.73,1.91,22.0,verb,2.4,4.32,0.0,3.62,1.37,0.0,29.0,748.0
strike,V,432.0,2.048,3.06,1.89,18.0,5.52,2.44,21.0,verb,1.083333333,4.69,0.0,4.07,1.24,0.0,27.0,2324.0
strong,A,280.0,2.3266,6.81,1.64,42.0,5.14,2.29,21.0,adjective,1.4,5.23,0.0,3.14,1.35,0.0,28.0,4430.0
stupid,A,339.0,1.579,2.84,2.01,43.0,4.34,2.6,47.0,adjective,1.727272727,4.95,0.0,1.75,0.97,0.0,28.0,9405.0
suck,V,216.0,1.5553,3.71,2.72,21.0,5.6,2.19,20.0,verb,2.692307692,4.43,0.0,3.46,1.3,0.0,26.0,1779.0
sweat,V,399.0,1.2228,4.38,2.36,21.0,5.1,2.45,20.0,noun,1.153846154,4.13,0.0,4.71,0.71,0.0,28.0,1115.0
sweep,V,288.0,1.7086,5.27,1.03,22.0,3.89,2.23,19.0,verb,3.235294118,3.95,0.0,3.72,1.17,0.0,25.0,485.0
sweet,N,172.0,1.1274,7.77,1.38,22.0,4.14,2.92,21.0,adjective,1.25,4.88,0.0,4.0,1.13,0.0,29.0,7405.0
swell,V,396.0,1.1785,5.05,1.78,19.0,4.56,2.01,18.0,adjective,0.384615385,3.65,0.0,3.31,1.44,0.0,26.0,1061.0
swim,N,275.0,0.9646,6.71,2.03,21.0,6.05,3.05,20.0,verb,1.0,4.15,0.0,4.43,1.14,0.0,28.0,1622.0
swing,V,237.0,1.7476,6.95,1.61,19.0,4.1,2.21,21.0,verb,2.5,4.32,0.0,4.54,0.76,0.0,26.0,1325.0
table,N,185.0,2.3712,5.49,1.34,41.0,3.0,2.02,44.0,noun,-0.125,5.08,0.0,4.9,0.41,0.0,29.0,5387.0
take,V,277.0,3.2827,4.82,1.53,22.0,4.52,2.27,21.0,verb,1.2,5.91,0.0,3.06,1.44,0.0,31.0,96443.0
talk,V,216.0,2.7081,6.64,1.33,22.0,3.38,2.27,21.0,verb,0.214285714,5.41,0.0,4.07,1.25,0.0,28.0,43605.0
tall,A,266.0,1.8684,6.71,1.93,21.0,3.85,2.08,20.0,adjective,-0.071428571,4.53,0.0,3.36,1.39,0.0,28.0,1649.0
tangerine,N,401.0,-0.7757,6.81,1.5,21.0,3.9,2.31,20.0,adjective,-0.066666667,2.81,0.0,4.81,0.62,0.0,27.0,38.0
tap,V,350.0,0.9725,5.33,1.46,21.0,3.95,2.2,21.0,noun,3.3636363639999995,4.2,0.0,4.29,1.05,0.0,28.0,752.0
taste,N,280.0,1.7587,6.63,1.8,41.0,4.56,2.91,43.0,noun,1.142857143,4.69,0.0,4.07,1.39,0.0,28.0,2617.0
taste,V,269.0,1.3514,6.63,1.8,41.0,4.56,2.91,43.0,noun,1.142857143,4.69,0.0,4.07,1.39,0.0,28.0,2617.0
tax,N,546.0,2.1156,3.0,1.93,22.0,4.52,2.73,21.0,noun,-0.071428571,5.11,0.0,3.89,1.4,1.0,28.0,742.0
tax,V,557.0,0.7384,3.0,1.93,22.0,4.52,2.73,21.0,noun,-0.071428571,5.11,0.0,3.89,1.4,1.0,28.0,742.0
taxi,N,443.0,1.5281,4.79,2.08,42.0,3.79,2.07,19.0,noun,-0.5,4.13,0.0,4.93,0.26,0.0,29.0,1318.0
teach,V,304.0,2.155,7.06,1.43,18.0,3.47,2.63,19.0,verb,0.153846154,4.71,0.0,3.15,1.17,0.0,27.0,3715.0
tear,V,305.0,1.7889,3.14,1.73,22.0,4.8,2.42,20.0,verb,0.5555555560000001,4.31,0.0,4.56,0.7,0.0,27.0,1377.0
telephone,V,414.0,1.3094,5.71,1.85,21.0,4.3,2.23,20.0,noun,-0.3,4.46,0.0,4.96,0.19,0.0,27.0,1651.0
tend,V,498.0,2.1156,4.8,1.61,20.0,3.22,1.68,23.0,verb,-0.25,4.65,0.0,2.0,1.09,0.0,28.0,626.0
theme,N,504.0,1.5647,5.43,1.5,21.0,3.08,2.32,24.0,noun,0.066666667,4.59,0.0,2.72,1.53,0.0,29.0,710.0
think,V,303.0,3.3019,6.68,1.67,22.0,3.75,2.27,20.0,verb,0.363636364,6.09,0.0,2.41,1.39,0.0,27.0,137261.0
three,NUM,178.0,2.8019,5.43,1.08,21.0,3.38,2.09,21.0,number,1.615384615,5.81,0.0,3.62,1.63,0.0,29.0,27654.0
thump,V,350.0,0.8451,4.42,2.12,19.0,4.0,1.95,22.0,verb,3.3,2.93,0.0,3.77,1.14,0.0,30.0,99.0
thunder,V,314.0,0.7765,5.74,2.0,19.0,5.75,2.43,20.0,noun,2.866666667,4.16,0.0,4.34,0.94,0.0,29.0,679.0
tiger,N,331.0,1.0776,6.0,2.29,22.0,5.55,2.61,22.0,noun,0.7,4.32,0.0,5.0,0.0,0.0,30.0,945.0
time,N,282.0,3.2955,5.6,1.78,40.0,3.41,2.56,22.0,noun,-0.7,6.28,0.0,3.07,1.46,0.0,30.0,99890.0
time,V,388.0,0.6816,5.6,1.78,40.0,3.41,2.56,22.0,noun,-0.7,6.28,0.0,3.07,1.46,0.0,30.0,99890.0
tiny,A,258.0,1.9406,5.1,1.7,21.0,4.6,2.5,20.0,adjective,3.3636363639999995,4.59,0.0,3.11,1.48,0.0,27.0,1643.0
tired,A,223.0,1.8157,4.29,1.35,21.0,3.67,2.18,21.0,adjective,0.166666667,4.72,0.0,3.0,1.33,0.0,27.0,5745.0
toad,N,368.0,0.628,6.0,1.33,19.0,3.62,2.78,21.0,noun,0.5,3.35,0.0,5.0,0.0,0.0,28.0,290.0
toast,V,364.0,0.5601,6.73,1.12,22.0,3.65,2.16,20.0,noun,0.545454545,3.93,0.0,4.93,0.26,0.0,28.0,1707.0
top,N,228.0,2.237,6.0,1.98,22.0,4.33,2.31,21.0,noun,1.090909091,5.56,0.0,3.93,1.54,0.0,27.0,6805.0
tortoise,N,331.0,0.7515,5.58,1.95,19.0,3.32,2.46,22.0,noun,0.363636364,3.28,0.0,4.87,0.43,0.0,30.0,57.0
train,V,443.0,1.772,6.36,1.5,22.0,4.05,2.31,21.0,noun,-0.090909091,4.95,0.0,4.79,0.56,0.0,29.0,4848.0
travel,V,379.0,1.9781,7.89,1.49,19.0,5.55,2.47,44.0,verb,-0.3,4.94,0.0,3.67,1.01,0.0,24.0,1702.0
treat,V,374.0,1.9936,6.84,2.03,19.0,5.0,2.7,48.0,verb,1.285714286,4.74,0.0,3.79,1.2,0.0,28.0,2646.0
tree,N,213.0,2.2827,7.59,1.69,41.0,2.67,2.29,42.0,noun,-0.923076923,4.88,0.0,5.0,0.0,0.0,28.0,3315.0
trend,N,534.0,1.5492,5.33,1.49,21.0,4.45,2.06,22.0,noun,-0.071428571,4.48,0.0,2.42,1.27,0.0,26.0,106.0
trouble,N,318.0,2.1935,2.87,1.49,38.0,5.59,2.51,44.0,noun,-0.5,4.84,0.0,2.25,1.32,0.0,28.0,11401.0
trust,N,409.0,1.6524,7.24,1.96,41.0,4.3,2.7,47.0,verb,0.2,5.1,0.0,2.04,1.29,0.0,28.0,9087.0
truth,N,318.0,2.1283,7.19,1.78,43.0,3.88,2.74,42.0,noun,1.5,5.09,0.0,1.96,1.4,0.0,27.0,9801.0
try,V,269.0,2.8689,5.64,1.76,22.0,4.0,2.37,21.0,verb,-0.294117647,5.49,0.0,2.22,1.4,0.0,27.0,24314.0
turkey,N,540.0,0.985,5.9,1.62,20.0,3.45,2.11,22.0,noun,0.066666667,4.52,0.0,4.89,0.32,0.0,27.0,1153.0
turn,V,288.0,2.763,5.45,1.14,22.0,3.48,1.91,21.0,verb,0.0,5.34,0.0,3.44,1.42,0.0,25.0,15630.0
twist,V,338.0,1.5898,4.61,1.8,23.0,4.27,2.37,22.0,noun,2.8,4.17,0.0,3.9,1.12,0.0,30.0,643.0
two,NUM,180.0,3.1372,6.3,1.63,20.0,3.33,2.57,18.0,number,1.0,6.13,0.0,4.18,1.33,0.0,28.0,54384.0
type,N,460.0,2.1397,6.06,1.63,18.0,2.86,2.2,21.0,noun,1.076923077,5.29,0.0,3.3,1.61,0.0,27.0,3093.0
type,V,489.0,1.2286,6.06,1.63,18.0,2.86,2.2,21.0,noun,1.076923077,5.29,0.0,3.3,1.61,0.0,27.0,3093.0
ugly,A,308.0,1.3955,2.47,1.93,19.0,4.43,2.18,21.0,adjective,1.8,4.43,0.0,3.23,1.52,0.0,30.0,2150.0
use,V,323.0,2.0927,5.18,1.4,22.0,4.19,2.66,21.0,verb,1.0,5.83,0.0,2.78,1.37,0.0,27.0,17536.0
vacuum,V,439.0,0.0482,5.38,1.91,21.0,4.63,1.95,19.0,noun,0.1,4.06,0.0,4.22,1.19,0.0,27.0,294.0
value,N,467.0,2.2381,7.18,1.47,22.0,5.79,2.12,19.0,noun,0.538461538,5.18,0.0,1.62,0.88,0.0,24.0,1097.0
value,V,499.0,1.0259,7.18,1.47,22.0,5.79,2.12,19.0,noun,0.538461538,5.18,0.0,1.62,0.88,0.0,24.0,1097.0
vary,V,488.0,1.7515,4.5,1.47,22.0,3.59,1.97,22.0,verb,-0.357142857,4.28,0.0,1.93,1.02,0.0,28.0,47.0
vault,V,473.0,0.5922,5.84,2.03,19.0,2.86,2.17,22.0,noun,0.545454545,3.82,0.0,4.62,0.94,0.0,29.0,614.0
view,N,394.0,2.4148,6.67,1.35,21.0,3.3,2.0,20.0,noun,0.384615385,5.22,0.0,3.21,1.37,0.0,28.0,1965.0
view,V,471.0,1.4787,6.67,1.35,21.0,3.3,2.0,20.0,noun,0.384615385,5.22,0.0,3.21,1.37,0.0,28.0,1965.0
vote,N,497.0,1.7076,5.24,1.81,21.0,5.05,2.21,20.0,verb,-0.571428571,5.1,0.0,3.85,1.43,1.0,28.0,1751.0
vote,V,488.0,1.7604,5.24,1.81,21.0,5.05,2.21,20.0,verb,-0.571428571,5.1,0.0,3.85,1.43,1.0,28.0,1751.0
wail,V,439.0,0.9725,3.52,1.29,21.0,5.81,1.75,21.0,verb,0.5,2.88,0.0,3.93,1.25,0.0,29.0,44.0
wait,V,299.0,2.5045,4.55,1.65,22.0,3.62,2.13,21.0,verb,-0.5,5.34,0.0,2.68,1.42,0.0,28.0,42343.0
walk,N,230.0,1.7317,6.77,1.6,22.0,3.24,2.02,21.0,verb,0.727272727,5.06,0.0,4.07,1.44,0.0,29.0,11009.0
wander,V,374.0,1.5673,5.9,1.34,21.0,3.41,1.82,22.0,verb,0.545454545,3.68,0.0,2.28,1.07,0.0,29.0,299.0
want,N,254.0,-1.5539,6.0,1.8,22.0,5.29,2.12,21.0,verb,-0.214285714,6.03,0.0,1.93,1.33,0.0,27.0,140718.0
want,V,228.0,3.0498,6.0,1.8,22.0,5.29,2.12,21.0,verb,-0.214285714,6.03,0.0,1.93,1.33,0.0,27.0,140718.0
war,N,366.0,2.559,2.23,1.58,39.0,6.27,2.2,41.0,noun,-0.230769231,5.56,0.0,3.63,1.18,0.0,27.0,8912.0
warm,A,234.0,1.958,7.5,1.92,18.0,3.35,2.5,20.0,adjective,1.230769231,4.71,0.0,3.56,1.42,0.0,27.0,2659.0
warm,V,303.0,1.3796,7.5,1.92,18.0,3.35,2.5,20.0,adjective,1.230769231,4.71,0.0,3.56,1.42,0.0,27.0,2659.0
wash,V,195.0,1.968,6.0,2.07,22.0,3.7,2.18,20.0,verb,1.4615384619999998,4.38,0.0,4.35,0.8,0.0,26.0,2077.0
wasp,N,279.0,0.7767,2.71,1.71,42.0,5.33,2.58,43.0,noun,0.9,3.28,0.0,4.96,0.19,0.0,27.0,73.0
water,N,180.0,2.6641,7.0,1.74,40.0,3.71,2.39,21.0,noun,0.75,5.52,0.0,5.0,0.0,0.0,28.0,11478.0
water,V,286.0,0.9458,7.0,1.74,40.0,3.71,2.39,21.0,noun,0.75,5.52,0.0,5.0,0.0,0.0,28.0,11478.0
weak,A,340.0,1.7737,2.95,1.43,22.0,4.9,2.17,20.0,adjective,1.307692308,4.7,0.0,2.79,1.57,0.0,29.0,1607.0
weather,N,292.0,1.8131,6.05,1.59,22.0,4.21,2.32,19.0,noun,-0.75,4.86,0.0,3.83,1.34,0.0,29.0,1746.0
weather,V,491.0,0.6556,6.05,1.59,22.0,4.21,2.32,19.0,noun,-0.75,4.86,0.0,3.83,1.34,0.0,29.0,1746.0
weave,V,428.0,0.567,5.41,1.22,22.0,3.1,2.05,21.0,verb,0.363636364,3.47,0.0,4.2,1.06,0.0,30.0,105.0
welcome,V,398.0,1.5158,7.27,1.88,22.0,3.76,2.26,21.0,verb,1.384615385,4.98,0.0,2.07,1.19,0.0,29.0,9140.0
whale,N,368.0,1.046,5.81,2.14,21.0,4.2,2.76,20.0,noun,-1.3,3.96,0.0,4.96,0.2,0.0,26.0,574.0
whine,V,390.0,0.8116,2.82,1.62,22.0,3.62,2.36,21.0,verb,2.666666667,3.17,0.0,3.4,1.47,0.0,25.0,83.0
white,N,241.0,1.6594,6.18,1.93,39.0,3.35,2.36,43.0,adjective,0.5,5.48,0.0,3.89,1.29,0.0,28.0,8744.0
wide,A,316.0,2.0751,4.58,1.46,19.0,3.05,2.12,19.0,adjective,-0.2,4.95,0.0,3.06,1.29,0.0,31.0,1214.0
wife,N,314.0,2.3947,6.7,2.12,23.0,4.21,2.68,43.0,noun,0.333333333,5.24,0.0,4.13,1.11,0.0,30.0,17795.0
will,N,497.0,2.1091,5.32,1.78,22.0,2.9,2.07,21.0,verb,0.214285714,6.44,0.0,2.64,1.45,0.0,28.0,108306.0
will,V,282.0,3.5873,5.32,1.78,22.0,2.9,2.07,21.0,verb,0.214285714,6.44,0.0,2.64,1.45,0.0,28.0,108306.0
wind,N,239.0,2.0796,5.67,2.22,18.0,3.7,2.47,20.0,noun,1.142857143,4.85,0.0,3.93,1.44,0.0,28.0,3028.0
wipe,V,273.0,1.5719,4.58,1.35,19.0,3.54,2.06,24.0,verb,2.0,3.98,0.0,4.0,1.17,0.0,26.0,861.0
wise,A,359.0,1.6063,7.42,1.39,40.0,4.46,2.77,39.0,adjective,0.4,4.51,0.0,1.97,1.1,0.0,30.0,1452.0
wish,N,260.0,1.4174,7.14,1.77,21.0,3.38,2.33,21.0,verb,2.181818182,5.2,0.0,1.77,1.25,0.0,30.0,11991.0
wolf,N,316.0,1.0072,6.26,1.59,19.0,5.25,2.24,20.0,noun,1.25,4.34,0.0,4.79,0.83,0.0,28.0,1034.0
work,N,288.0,2.8445,5.05,1.73,22.0,4.33,2.37,21.0,verb,1.714285714,5.96,0.0,3.48,1.5,0.0,27.0,40699.0
work,V,308.0,2.7439,5.05,1.73,22.0,4.33,2.37,21.0,verb,1.714285714,5.96,0.0,3.48,1.5,0.0,27.0,40699.0
worm,N,249.0,1.2272,4.86,2.26,21.0,3.5,2.28,20.0,noun,1.357142857,3.81,0.0,4.9,0.4,0.0,30.0,516.0
worry,N,413.0,1.3438,2.1,1.26,21.0,6.33,2.73,21.0,verb,0.461538462,4.85,0.0,2.55,1.15,0.0,29.0,14638.0
worry,V,415.0,1.9844,2.1,1.26,21.0,6.33,2.73,21.0,verb,0.461538462,4.85,0.0,2.55,1.15,0.0,29.0,14638.0
would,V,327.0,3.0131,5.91,1.54,22.0,3.81,2.38,21.0,verb,-2.1,6.31,0.0,1.12,0.34,3.0,27.0,90162.0
wound,V,411.0,1.3945,3.24,1.48,21.0,4.65,2.19,23.0,noun,1.133333333,4.27,0.0,4.24,0.78,0.0,25.0,1353.0
yawn,V,284.0,0.8775,5.62,1.63,21.0,2.84,1.93,25.0,verb,3.384615385,3.06,0.0,4.46,0.84,0.0,28.0,51.0
yellow,N,256.0,1.0935,6.09,1.82,43.0,3.83,2.33,41.0,adjective,0.5,4.66,0.0,4.3,1.06,0.0,30.0,1724.0
yodel,V,473.0,-0.9586,6.1,2.21,21.0,3.33,2.15,21.0,noun,2.9,2.26,0.0,4.2,1.1,0.0,30.0,43.0
young,A,286.0,2.6892,6.31,1.59,39.0,4.09,2.22,22.0,adjective,0.333333333,5.44,0.0,3.16,1.46,0.0,25.0,12402.0
zebra,N,370.0,0.2786,6.47,2.34,19.0,3.9,2.75,20.0,noun,-0.538461538,3.37,0.0,4.86,0.58,0.0,29.0,128.0
