Word,Word type,new AoA,Frequency,V.Mean.Sum,A.Mean.Sum,icon_eng,Bigram,Conc.M,SUBTLEX
mind,N,336.0,2.5259,6.7,5.05,0.7142857140000001,0.0,2.5,24715.0
minute,N,271.0,2.4524,5.5,3.76,1.071428571,0.0,3.04,19252.0
moan,V,372.0,1.1219,4.05,5.52,3.714285714,0.0,3.72,96.0
monkey,N,269.0,1.2577,5.82,5.15,0.285714286,0.0,4.9,1709.0
moose,N,497.0,-0.1067,6.71,4.85,0.3,0.0,4.97,282.0
mop,V,331.0,0.7557,4.53,3.14,1.8125,0.0,4.97,211.0
morning,N,213.0,2.4952,6.41,3.95,-1.8,0.0,3.44,22389.0
motion,N,419.0,1.5996,5.8,4.71,0.8666666670000001,0.0,3.8,967.0
move,V,282.0,2.631,4.95,4.24,0.3,0.0,3.25,21325.0
mug,V,568.0,0.0694,4.16,3.83,0.0,0.0,4.8,349.0
murder,V,426.0,1.3955,1.48,6.24,0.071428571,0.0,3.61,5717.0
museum,N,426.0,1.5587,6.67,3.74,0.4,0.0,4.6,942.0
must,V,273.0,2.9652,5.45,4.1,1.5,0.0,2.13,35661.0
mustard,N,331.0,0.6714,4.74,3.39,-0.6,0.0,4.93,329.0
myth,N,482.0,1.4487,6.11,4.0,-0.076923077,0.0,2.17,352.0
name,N,245.0,2.5262,5.62,3.04,0.071428571,0.0,3.5,32735.0
narrow,V,426.0,1.1753,4.95,4.53,0.285714286,0.0,3.04,358.0
new,A,239.0,3.0295,7.68,5.14,-0.285714286,0.0,2.81,36913.0
nice,A,232.0,2.1782,6.95,3.53,0.8125,0.0,2.18,33125.0
noise,N,217.0,1.8889,3.36,5.75,0.909090909,0.0,3.52,1779.0
note,N,325.0,2.0637,5.78,3.33,0.0,0.0,4.61,2731.0
nurse,N,303.0,1.6916,5.41,4.64,1.0,0.0,4.39,2294.0
object,N,398.0,2.0164,5.52,4.08,-0.166666667,0.0,3.66,1314.0
odd,A,316.0,1.7913,4.56,4.26,1.0,0.0,1.7,1226.0
offer,V,389.0,2.3121,5.67,3.5,0.076923077,0.0,2.23,3810.0
old,A,260.0,2.9312,3.19,4.48,1.266666667,0.0,2.72,31056.0
one,F,193.0,2.6177,6.09,2.67,1.846153846,0.0,3.97,156684.0
opening,N,409.0,1.3557,5.95,4.6,0.7692307690000001,0.0,3.79,1960.0
order,N,372.0,2.4616,5.82,3.19,1.142857143,0.0,2.79,7985.0
ostrich,N,427.0,0.4284,5.16,3.87,0.4,0.0,4.71,48.0
other,F,325.0,3.2154,5.41,3.48,-0.083333333,0.0,2.04,37505.0
ought,V,404.0,2.0131,5.0,3.0,-0.230769231,0.0,1.43,4118.0
owner,N,359.0,1.785,6.38,4.71,1.0,0.0,3.78,1185.0
pain,N,266.0,1.9247,2.0,6.27,0.230769231,0.0,3.5,4995.0
paint,V,238.0,1.8561,5.74,4.5,1.727272727,0.0,4.79,1877.0
panda,N,452.0,0.0899,7.55,4.05,-0.9,0.0,4.75,108.0
panther,N,480.0,0.9201,6.1,5.45,1.0,0.0,4.93,131.0
paper,N,225.0,2.3534,5.42,3.52,0.4166666670000001,0.0,4.93,5271.0
park,N,251.0,1.8527,7.0,2.7,0.384615385,0.0,4.74,3678.0
parrot,N,337.0,0.5988,6.79,4.65,1.090909091,0.0,5.0,167.0
party,N,250.0,2.654,7.18,6.08,1.923076923,0.0,3.89,11890.0
past,N,339.0,2.0192,5.09,4.71,1.214285714,0.0,1.7,6312.0
peace,N,381.0,1.9502,7.75,4.65,1.2,0.0,1.62,3550.0
pearl,N,374.0,1.0589,6.05,3.5,1.181818182,0.0,4.87,799.0
penguin,N,392.0,0.7014,6.65,4.0,-1.583333333,0.0,5.0,147.0
people,N,290.0,3.1711,5.7,3.77,0.6,0.0,4.82,56252.0
permit,V,443.0,1.6353,5.26,3.76,0.692307692,0.0,3.43,617.0
person,N,322.0,2.4197,6.1,3.71,-0.2,0.0,4.72,10857.0
pick,V,273.0,2.2768,5.91,3.62,2.076923077,0.0,3.82,10118.0
picture,N,232.0,2.2403,6.73,3.29,-0.071428571,0.0,4.52,7061.0
piece,N,264.0,2.2354,5.23,3.57,0.8,0.0,4.14,6349.0
pink,N,277.0,1.2385,6.68,4.35,-0.153846154,0.0,3.93,1452.0
plan,N,413.0,2.1302,6.14,3.86,-0.076923077,0.0,3.4,7432.0
plane,V,522.0,0.0482,5.72,4.91,-0.461538462,0.0,4.92,4872.0
plant,N,293.0,2.0834,7.05,3.94,-0.2,0.0,4.76,1408.0
play,N,195.0,2.1383,7.55,3.81,1.083333333,0.0,3.24,18081.0
police,N,292.0,2.3146,4.59,5.95,0.058823529,0.0,4.79,12044.0
polish,V,305.0,1.3223,6.0,3.36,0.333333333,0.0,4.23,493.0
pony,N,267.0,1.1554,6.71,4.29,-0.071428571,0.0,4.9,413.0
poor,A,284.0,2.3184,3.67,4.67,-1.2,0.0,2.7,6583.0
portray,V,560.0,0.943,5.35,3.09,0.5,0.0,2.18,43.0
pound,N,340.0,2.4184,4.62,4.26,0.25,0.0,4.61,708.0
pour,V,269.0,1.8973,5.16,3.28,1.3,0.0,4.14,771.0
prefer,V,435.0,1.915,5.62,4.65,0.166666667,0.0,1.62,1679.0
premier,N,590.0,0.5328,5.37,4.62,1.142857143,0.0,2.07,127.0
prepare,V,411.0,1.9004,5.32,4.15,0.384615385,0.0,2.36,1711.0
present,A,308.0,2.1763,6.85,4.82,0.307692308,0.0,3.39,4562.0
pretty,F,273.0,1.8755,7.7,5.5,2.0,0.0,2.4,20003.0
prince,N,305.0,1.5898,5.44,5.15,1.307692308,0.0,4.44,2299.0
prison,N,385.0,1.9058,1.94,5.1,0.8666666670000001,0.0,4.68,3368.0
produce,V,454.0,2.3903,6.57,3.23,0.071428571,0.0,3.31,564.0
promote,V,534.0,1.5151,6.55,4.7,0.142857143,0.0,2.26,225.0
prune,V,495.0,0.4004,4.61,3.14,2.0,0.0,4.7,75.0
public,A,441.0,2.4094,5.33,3.35,-0.2,0.0,2.57,3625.0
pump,V,383.0,1.2413,4.0,4.0,2.363636364,0.0,4.31,645.0
pumpkin,N,413.0,0.3263,7.0,3.43,-0.583333333,0.0,4.9,553.0
punch,V,301.0,1.0167,3.27,5.8,2.076923077,0.0,4.39,1514.0
purple,N,338.0,0.7559,5.6,4.05,1.181818182,0.0,4.04,629.0
push,N,247.0,1.0955,5.39,4.4,2.333333333,0.0,4.21,3598.0
put,V,256.0,2.9063,5.09,3.86,1.230769231,0.0,2.5,42251.0
quarrel,N,351.0,1.1292,2.84,5.39,-0.083333333,0.0,3.32,286.0
quick,A,269.0,1.8157,6.08,5.16,3.333333333,0.0,2.89,5542.0
quiet,N,221.0,-1.5539,6.47,1.95,1.0,0.0,2.76,5978.0
race,V,279.0,1.3371,5.44,5.2,-0.083333333,0.0,3.59,3157.0
ramble,V,473.0,0.2648,4.32,5.0,2.166666667,0.0,2.54,31.0
rat,N,279.0,1.3856,3.21,5.9,1.636363636,0.0,4.85,1663.0
rattle,N,195.0,0.4795,4.47,4.48,3.272727273,0.0,4.07,172.0
real,A,310.0,2.4758,7.09,4.05,0.923076923,0.0,2.5,22583.0
red,N,213.0,1.2455,5.67,5.02,1.833333333,0.0,4.24,7551.0
redeem,V,546.0,0.7059,5.95,4.2,0.214285714,0.0,2.24,83.0
reduce,V,463.0,2.0749,5.1,3.67,0.181818182,0.0,2.0,219.0
reflect,V,523.0,1.892,6.1,3.35,0.6,0.0,2.81,213.0
rent,V,420.0,1.4632,4.41,4.25,-0.083333333,0.0,3.48,1762.0
resist,V,501.0,1.6157,3.95,3.6,0.7692307690000001,0.0,2.78,657.0
rhinoceros,N,424.0,0.2243,6.0,4.47,1.25,0.0,4.75,38.0
ride,V,243.0,1.7553,6.27,5.1,1.166666667,0.0,3.75,6904.0
right,F,256.0,2.4966,7.32,5.0,0.916666667,0.0,3.47,204428.0
ring,V,331.0,1.958,7.09,4.43,3.153846154,0.0,4.81,4730.0
rise,V,344.0,2.2895,5.73,5.3,1.5,0.0,4.04,1399.0
river,N,254.0,2.1066,6.72,4.22,1.0,0.0,4.89,2829.0
roast,V,351.0,0.9646,5.74,4.05,0.7142857140000001,0.0,4.4,499.0
rob,V,346.0,1.1654,2.1,5.54,0.0,0.0,3.48,1188.0
roof,V,519.0,0.1451,4.48,3.4,-0.25,0.0,4.79,1818.0
roost,N,443.0,-0.0757,5.16,3.82,0.2,0.0,3.29,45.0
rose,N,301.0,1.3281,7.11,2.8,0.545454545,0.0,4.9,2704.0
rot,V,387.0,1.0674,2.65,4.72,1.230769231,0.0,3.96,394.0
rotten,A,374.0,1.0817,2.43,4.9,2.142857143,0.0,3.87,891.0
round,F,267.0,2.2002,5.89,2.5,2.785714286,0.0,3.9,3393.0
rush,N,412.0,1.1849,4.05,6.55,1.857142857,0.0,2.9,1602.0
sad,A,258.0,1.6882,2.1,3.49,1.769230769,0.0,3.07,3232.0
sail,V,317.0,1.3022,6.84,3.74,1.545454545,0.0,4.59,701.0
salmon,N,398.0,1.0896,6.48,3.87,-0.454545455,0.0,4.81,334.0
sandwich,N,260.0,1.012,7.18,4.94,-0.133333333,0.0,4.9,1118.0
satisfy,V,432.0,1.754,7.09,5.53,0.4166666670000001,0.0,2.04,286.0
saw,V,336.0,0.5395,4.16,4.18,1.733333333,0.0,4.46,20527.0
say,V,264.0,3.631,5.91,4.43,0.8,0.0,2.58,83629.0
scramble,V,402.0,1.167,5.21,4.85,2.3,0.0,3.31,123.0
scream,V,288.0,1.6857,3.02,6.74,2.5,0.0,4.32,1347.0
screwdriver,N,342.0,0.503,5.76,3.8,1.727272727,0.0,4.9,128.0
scurry,V,536.0,0.6866,2.95,4.59,2.923076923,0.0,3.67,40.0
sea,N,221.0,2.2388,6.56,2.8,-1.4615384619999998,0.0,4.79,3052.0
seal,N,376.0,1.1537,5.0,2.5,-0.454545455,0.0,4.63,752.0
second,N,329.0,1.9817,5.23,3.48,0.230769231,0.0,3.3,14513.0
see,V,239.0,3.3149,6.27,3.9,1.272727273,0.0,3.21,130393.0
sew,V,282.0,1.0503,5.67,4.35,-0.125,0.0,3.93,280.0
shake,V,284.0,2.1199,4.59,5.2,2.615384615,0.0,4.07,2021.0
shall,V,288.0,2.3618,5.86,3.52,-0.571428571,0.0,2.33,9441.0
shame,N,366.0,1.3694,2.62,5.4,1.8,0.0,2.24,2120.0
shape,N,297.0,1.9007,5.41,3.6,0.8,0.0,3.14,1542.0
share,N,299.0,1.8157,6.22,3.2,-0.444444444,0.0,2.96,3545.0
sheep,N,208.0,1.6033,5.32,2.95,1.0,0.0,4.9,685.0
shock,V,413.0,1.4969,3.9,5.95,2.25,0.0,4.0,1468.0
short,A,295.0,2.305,5.67,2.62,2.428571429,0.0,3.61,4367.0
shot,V,340.0,1.873,2.82,6.48,2.909090909,0.0,4.44,11599.0
show,V,277.0,2.6712,5.91,4.1,0.846153846,0.0,3.97,24906.0
shower,V,484.0,0.7471,7.19,4.15,0.941176471,0.0,4.89,2097.0
shriek,V,374.0,1.0652,3.45,5.37,3.5,0.0,3.97,32.0
shuffle,V,394.0,1.0715,4.72,3.45,3.2,0.0,3.83,150.0
sight,N,331.0,2.0067,7.11,3.2,0.181818182,0.0,3.21,2311.0
sing,V,221.0,1.8954,7.5,4.1,1.7,0.0,4.34,4977.0
sink,N,236.0,1.1638,4.62,3.7,0.5,0.0,4.74,863.0
sister,N,208.0,2.0566,7.0,3.86,0.533333333,0.0,4.0,9207.0
site,N,445.0,1.8967,5.22,3.55,-0.8,0.0,4.56,980.0
skate,V,357.0,0.4284,6.74,4.48,1.416666667,0.0,4.56,301.0
skip,V,288.0,0.9727,4.76,4.25,2.090909091,0.0,4.07,1076.0
skunk,N,501.0,-0.6508,3.78,5.81,1.6,0.0,4.88,166.0
sky,N,219.0,1.9241,7.32,2.74,0.0,0.0,4.45,2285.0
slave,N,417.0,1.5231,2.06,4.53,-0.571428571,0.0,4.38,940.0
slavery,N,460.0,0.8743,2.0,5.45,0.933333333,0.0,3.11,207.0
sleep,V,193.0,2.11,7.22,3.6,0.7692307690000001,0.0,4.44,11625.0
slide,V,247.0,1.5437,5.71,3.3,1.416666667,0.0,4.48,909.0
slim,V,516.0,-0.0757,6.63,4.26,1.818181818,0.0,3.93,605.0
slipper,N,251.0,0.9458,5.8,3.83,1.5384615380000002,0.0,4.86,113.0
sloth,N,577.0,0.3263,4.05,2.9,1.1,0.0,4.83,74.0
small,A,217.0,2.7792,5.76,3.43,1.923076923,0.0,3.22,6373.0
smell,N,243.0,1.697,6.39,5.24,0.923076923,0.0,3.7,4240.0
smile,N,215.0,1.9197,7.89,4.62,1.727272727,0.0,4.5,2958.0
smoke,V,348.0,1.6481,3.44,5.0,2.307692308,0.0,4.96,3337.0
smooth,V,392.0,1.0438,6.42,2.76,3.25,0.0,3.81,932.0
snow,N,206.0,1.7893,6.78,4.57,0.25,0.0,4.85,1599.0
snowball,V,256.0,-0.0757,6.86,4.3,2.7,0.0,4.93,71.0
social,A,510.0,2.604,6.08,5.16,0.428571429,0.0,2.27,1703.0
socialist,N,633.0,1.4731,4.11,4.44,0.071428571,0.0,3.19,65.0
soft,A,239.0,1.9127,7.13,3.04,2.333333333,0.0,3.88,1633.0
solid,A,394.0,1.6437,5.65,2.36,1.153846154,0.0,4.42,998.0
solve,V,420.0,1.7193,6.3,4.35,0.4166666670000001,0.0,2.1,994.0
sorry,A,230.0,1.9789,4.81,4.62,0.153846154,0.0,1.9,59566.0
sound,N,256.0,2.1825,6.45,4.14,0.833333333,0.0,3.7,7313.0
soup,N,232.0,1.3059,7.05,4.24,1.0,0.0,4.72,1285.0
sparrow,N,308.0,0.6448,6.58,3.78,-0.3,0.0,4.85,133.0
speed,N,372.0,1.9049,6.71,6.8,1.5,0.0,3.62,2104.0
spider,N,254.0,0.8475,3.35,6.91,-0.545454545,0.0,4.97,515.0
spill,V,249.0,1.255,3.63,3.74,1.916666667,0.0,4.07,432.0
spit,V,288.0,1.1801,3.0,3.57,1.75,0.0,4.71,987.0
splash,V,239.0,1.0026,6.53,4.8,3.5,0.0,4.19,215.0
split,V,355.0,1.5246,4.5,5.55,1.076923077,0.0,3.96,1954.0
sprint,V,454.0,0.4373,5.67,5.9,1.7,0.0,4.14,36.0
squirrel,N,353.0,0.7885,5.71,4.48,0.363636364,0.0,4.89,279.0
staff,N,445.0,2.0804,5.18,4.3,0.9,0.0,4.36,1632.0
start,N,353.0,1.6796,6.41,4.81,-0.181818182,0.0,2.71,17345.0
state,N,467.0,2.5101,5.73,3.29,0.071428571,0.0,3.52,5500.0
stay,V,311.0,2.3991,6.14,3.14,0.833333333,0.0,2.15,26298.0
steal,V,327.0,1.7207,2.17,5.3,0.0,0.0,3.84,2720.0
stop,V,243.0,2.522,4.73,4.14,2.5,0.0,3.68,36071.0
store,V,394.0,1.4883,5.94,3.43,-0.875,0.0,4.5,4178.0
story,N,193.0,2.3589,7.27,3.52,0.454545455,0.0,3.3,11260.0
street,N,247.0,2.5077,5.07,3.45,-0.181818182,0.0,4.75,7557.0
stretch,V,387.0,1.8296,5.0,4.73,2.4,0.0,3.62,748.0
strike,V,432.0,2.048,3.06,5.52,1.083333333,0.0,4.07,2324.0
strong,A,280.0,2.3266,6.81,5.14,1.4,0.0,3.14,4430.0
stupid,A,339.0,1.579,2.84,4.34,1.727272727,0.0,1.75,9405.0
suck,V,216.0,1.5553,3.71,5.6,2.692307692,0.0,3.46,1779.0
sweat,V,399.0,1.2228,4.38,5.1,1.153846154,0.0,4.71,1115.0
sweep,V,288.0,1.7086,5.27,3.89,3.235294118,0.0,3.72,485.0
sweet,N,172.0,1.1274,7.77,4.14,1.25,0.0,4.0,7405.0
swell,V,396.0,1.1785,5.05,4.56,0.384615385,0.0,3.31,1061.0
swim,N,275.0,0.9646,6.71,6.05,1.0,0.0,4.43,1622.0
swing,V,237.0,1.7476,6.95,4.1,2.5,0.0,4.54,1325.0
table,N,185.0,2.3712,5.49,3.0,-0.125,0.0,4.9,5387.0
take,V,277.0,3.2827,4.82,4.52,1.2,0.0,3.06,96443.0
talk,V,216.0,2.7081,6.64,3.38,0.214285714,0.0,4.07,43605.0
tall,A,266.0,1.8684,6.71,3.85,-0.071428571,0.0,3.36,1649.0
tangerine,N,401.0,-0.7757,6.81,3.9,-0.066666667,0.0,4.81,38.0
tap,V,350.0,0.9725,5.33,3.95,3.3636363639999995,0.0,4.29,752.0
taste,N,280.0,1.7587,6.63,4.56,1.142857143,0.0,4.07,2617.0
tax,N,546.0,2.1156,3.0,4.52,-0.071428571,0.0,3.89,742.0
taxi,N,443.0,1.5281,4.79,3.79,-0.5,0.0,4.93,1318.0
teach,V,304.0,2.155,7.06,3.47,0.153846154,0.0,3.15,3715.0
tear,V,305.0,1.7889,3.14,4.8,0.5555555560000001,0.0,4.56,1377.0
telephone,V,414.0,1.3094,5.71,4.3,-0.3,0.0,4.96,1651.0
tend,V,498.0,2.1156,4.8,3.22,-0.25,0.0,2.0,626.0
theme,N,504.0,1.5647,5.43,3.08,0.066666667,0.0,2.72,710.0
think,V,303.0,3.3019,6.68,3.75,0.363636364,0.0,2.41,137261.0
three,NUM,178.0,2.8019,5.43,3.38,1.615384615,0.0,3.62,27654.0
thump,V,350.0,0.8451,4.42,4.0,3.3,0.0,3.77,99.0
thunder,V,314.0,0.7765,5.74,5.75,2.866666667,0.0,4.34,679.0
tiger,N,331.0,1.0776,6.0,5.55,0.7,0.0,5.0,945.0
time,N,282.0,3.2955,5.6,3.41,-0.7,0.0,3.07,99890.0
tiny,A,258.0,1.9406,5.1,4.6,3.3636363639999995,0.0,3.11,1643.0
tired,A,223.0,1.8157,4.29,3.67,0.166666667,0.0,3.0,5745.0
toad,N,368.0,0.628,6.0,3.62,0.5,0.0,5.0,290.0
toast,V,364.0,0.5601,6.73,3.65,0.545454545,0.0,4.93,1707.0
top,N,228.0,2.237,6.0,4.33,1.090909091,0.0,3.93,6805.0
tortoise,N,331.0,0.7515,5.58,3.32,0.363636364,0.0,4.87,57.0
train,V,443.0,1.772,6.36,4.05,-0.090909091,0.0,4.79,4848.0
travel,V,379.0,1.9781,7.89,5.55,-0.3,0.0,3.67,1702.0
treat,V,374.0,1.9936,6.84,5.0,1.285714286,0.0,3.79,2646.0
tree,N,213.0,2.2827,7.59,2.67,-0.923076923,0.0,5.0,3315.0
trend,N,534.0,1.5492,5.33,4.45,-0.071428571,0.0,2.42,106.0
trouble,N,318.0,2.1935,2.87,5.59,-0.5,0.0,2.25,11401.0
trust,N,409.0,1.6524,7.24,4.3,0.2,0.0,2.04,9087.0
truth,N,318.0,2.1283,7.19,3.88,1.5,0.0,1.96,9801.0
try,V,269.0,2.8689,5.64,4.0,-0.294117647,0.0,2.22,24314.0
turkey,N,540.0,0.985,5.9,3.45,0.066666667,0.0,4.89,1153.0
turn,V,288.0,2.763,5.45,3.48,0.0,0.0,3.44,15630.0
twist,V,338.0,1.5898,4.61,4.27,2.8,0.0,3.9,643.0
two,NUM,180.0,3.1372,6.3,3.33,1.0,0.0,4.18,54384.0
type,N,460.0,2.1397,6.06,2.86,1.076923077,0.0,3.3,3093.0
ugly,A,308.0,1.3955,2.47,4.43,1.8,0.0,3.23,2150.0
use,V,323.0,2.0927,5.18,4.19,1.0,0.0,2.78,17536.0
vacuum,V,439.0,0.0482,5.38,4.63,0.1,0.0,4.22,294.0
value,N,467.0,2.2381,7.18,5.79,0.538461538,0.0,1.62,1097.0
vary,V,488.0,1.7515,4.5,3.59,-0.357142857,0.0,1.93,47.0
vault,V,473.0,0.5922,5.84,2.86,0.545454545,0.0,4.62,614.0
view,N,394.0,2.4148,6.67,3.3,0.384615385,0.0,3.21,1965.0
vote,N,497.0,1.7076,5.24,5.05,-0.571428571,0.0,3.85,1751.0
wail,V,439.0,0.9725,3.52,5.81,0.5,0.0,3.93,44.0
wait,V,299.0,2.5045,4.55,3.62,-0.5,0.0,2.68,42343.0
walk,N,230.0,1.7317,6.77,3.24,0.727272727,0.0,4.07,11009.0
wander,V,374.0,1.5673,5.9,3.41,0.545454545,0.0,2.28,299.0
want,N,254.0,-1.5539,6.0,5.29,-0.214285714,0.0,1.93,140718.0
war,N,366.0,2.559,2.23,6.27,-0.230769231,0.0,3.63,8912.0
warm,A,234.0,1.958,7.5,3.35,1.230769231,0.0,3.56,2659.0
wash,V,195.0,1.968,6.0,3.7,1.4615384619999998,0.0,4.35,2077.0
wasp,N,279.0,0.7767,2.71,5.33,0.9,0.0,4.96,73.0
water,N,180.0,2.6641,7.0,3.71,0.75,0.0,5.0,11478.0
weak,A,340.0,1.7737,2.95,4.9,1.307692308,0.0,2.79,1607.0
weather,N,292.0,1.8131,6.05,4.21,-0.75,0.0,3.83,1746.0
weave,V,428.0,0.567,5.41,3.1,0.363636364,0.0,4.2,105.0
welcome,V,398.0,1.5158,7.27,3.76,1.384615385,0.0,2.07,9140.0
whale,N,368.0,1.046,5.81,4.2,-1.3,0.0,4.96,574.0
whine,V,390.0,0.8116,2.82,3.62,2.666666667,0.0,3.4,83.0
white,N,241.0,1.6594,6.18,3.35,0.5,0.0,3.89,8744.0
wide,A,316.0,2.0751,4.58,3.05,-0.2,0.0,3.06,1214.0
wife,N,314.0,2.3947,6.7,4.21,0.333333333,0.0,4.13,17795.0
will,N,497.0,2.1091,5.32,2.9,0.214285714,0.0,2.64,108306.0
wind,N,239.0,2.0796,5.67,3.7,1.142857143,0.0,3.93,3028.0
wipe,V,273.0,1.5719,4.58,3.54,2.0,0.0,4.0,861.0
wise,A,359.0,1.6063,7.42,4.46,0.4,0.0,1.97,1452.0
wish,N,260.0,1.4174,7.14,3.38,2.181818182,0.0,1.77,11991.0
wolf,N,316.0,1.0072,6.26,5.25,1.25,0.0,4.79,1034.0
work,N,288.0,2.8445,5.05,4.33,1.714285714,0.0,3.48,40699.0
worm,N,249.0,1.2272,4.86,3.5,1.357142857,0.0,4.9,516.0
worry,N,413.0,1.3438,2.1,6.33,0.461538462,0.0,2.55,14638.0
would,V,327.0,3.0131,5.91,3.81,-2.1,0.0,1.12,90162.0
wound,V,411.0,1.3945,3.24,4.65,1.133333333,0.0,4.24,1353.0
yawn,V,284.0,0.8775,5.62,2.84,3.384615385,0.0,4.46,51.0
yellow,N,256.0,1.0935,6.09,3.83,0.5,0.0,4.3,1724.0
yodel,V,473.0,-0.9586,6.1,3.33,2.9,0.0,4.2,43.0
young,A,286.0,2.6892,6.31,4.09,0.333333333,0.0,3.16,12402.0
zebra,N,370.0,0.2786,6.47,3.9,-0.538461538,0.0,4.86,128.0
