Word,Word type,new AoA,Frequency,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum,rating,phonemes,totalMorphemes,concreteness,babyAVG,Bigram,Conc.M,Conc.SD,Unknown,Total,SUBTLEX
latitudinal,,,,,,,,,,,,,,,0.0,3.3,1.58,4.0,27.0,0.0
latter,,,,,,,,,,,,,,,0.0,2.17,1.26,0.0,29.0,64.0
latticed,,,,,,,,,,,,,,,0.0,3.8,1.08,2.0,27.0,1.0
latticework,,,,,,,,,,,,,,,0.0,4.63,0.88,1.0,28.0,0.0
laud,,,,,,,,,,,,,,,0.0,1.88,1.33,4.0,28.0,6.0
laudability,,,,,,,,,,,,,,,0.0,2.0,1.06,4.0,28.0,0.0
laughably,,,,,,,,,,,,,,,0.0,2.22,1.31,0.0,27.0,2.0
laugher,,,,,,,,,,,,,,,0.0,4.13,1.14,4.0,27.0,4.0
laughing,,,,,,,,,,,,,,,0.0,3.96,1.43,0.0,25.0,2667.0
laughingly,,,,,,,,,,,,,,,0.0,2.55,1.38,0.0,29.0,6.0
launderer,,,,,,,,,,,,,,,0.0,3.08,1.29,2.0,27.0,3.0
laundryman,,,,,,,,,,,,,,,0.0,4.67,0.55,1.0,28.0,4.0
laundrywoman,,,,,,,,,,,,,,,0.0,4.27,1.25,1.0,27.0,1.0
laurel,,,,,,,,,,,,,,,0.0,4.15,1.19,1.0,27.0,188.0
lavishing,,,,,,,,,,,,,,,0.0,1.56,0.82,1.0,26.0,2.0
lavishly,,,,,,,,,,,,,,,0.0,2.04,1.0,0.0,28.0,2.0
lavishness,,,,,,,,,,,,,,,0.0,2.24,1.41,1.0,30.0,0.0
lawbreaker,,,,,,,,,,,,,,,0.0,3.9,1.4,0.0,29.0,7.0
lawbreaking,,,,,,,,,,,,,,,0.0,2.42,1.1,1.0,27.0,1.0
lawfully,,,,,,,,,,,,,,,0.0,2.0,1.3,0.0,27.0,55.0
lawfulness,,,,,,,,,,,,,,,0.0,1.74,0.98,0.0,27.0,0.0
lawgiving,,,,,,,,,,,,,,,0.0,1.96,1.0,2.0,30.0,0.0
lawlessly,,,,,,,,,,,,,,,0.0,1.77,0.99,1.0,32.0,0.0
lawmaker,,,,,,,,,,,,,,,0.0,4.15,1.17,0.0,27.0,3.0
lawmaking,,,,,,,,,,,,,,,0.0,2.46,1.2,0.0,28.0,0.0
lawyerlike,,,,,,,,,,,,,,,0.0,2.32,1.16,1.0,29.0,1.0
lawyerly,,,,,,,,,,,,,,,0.0,1.79,0.83,4.0,28.0,2.0
laxness,,,,,,,,,,,,,,,0.0,2.22,1.31,3.0,26.0,0.0
layback,,,,,,,,,,,,,,,0.0,2.92,1.53,4.0,29.0,1.0
layered,,,,,,,,,,,,,,,0.0,3.1,1.45,0.0,29.0,11.0
layering,,,,,,,,,,,,,,,0.0,3.43,1.25,0.0,30.0,7.0
laying,,,,,,,,,,,,,,,0.0,3.83,1.36,1.0,30.0,568.0
layoff,,,,,,,,,,,,,,,0.0,2.83,1.31,0.0,29.0,11.0
laypeople,,,,,,,,,,,,,,,0.0,3.69,1.41,3.0,29.0,2.0
layperson,,,,,,,,,,,,,,,0.0,3.44,1.47,3.0,28.0,7.0
layup,,,,,,,,,,,,,,,0.0,3.83,1.59,2.0,25.0,8.0
laywoman,,,,,,,,,,,,,,,0.0,3.61,1.52,2.0,30.0,0.0
lazily,,,,,,,,,,,,,,,0.0,2.19,1.06,0.0,26.0,0.0
lazybones,,,,,,,,,,,,,,,0.0,2.79,1.44,1.0,25.0,8.0
leach,,,,,,,,,,,,,,,0.0,4.15,1.16,3.0,29.0,38.0
leaderless,,,,,,,,,,,,,,,0.0,2.17,1.13,1.0,25.0,3.0
leading,,,,,,,,,,,,,,,0.0,3.14,1.35,0.0,28.0,1064.0
leadless,,,,,,,,,,,,,,,0.0,2.36,1.32,3.0,28.0,0.0
leadoff,,,,,,,,,,,,,,,0.0,2.77,1.56,1.0,27.0,5.0
leafed,,,,,,,,,,,,,,,0.0,3.58,1.17,4.0,30.0,4.0
leafless,,,,,,,,,,,,,,,0.0,4.04,1.25,1.0,27.0,0.0
leaflet,,,,,,,,,,,,,,,0.0,4.31,1.11,0.0,29.0,2.0
leaker,,,,,,,,,,,,,,,0.0,3.46,1.22,1.0,25.0,1.0
leakiness,,,,,,,,,,,,,,,0.0,2.9,1.14,0.0,29.0,0.0
leaner,,,,,,,,,,,,,,,0.0,3.24,1.33,1.0,26.0,5.0
leanness,,,,,,,,,,,,,,,0.0,2.97,1.52,1.0,30.0,0.0
leaper,,,,,,,,,,,,,,,0.0,3.37,1.36,3.0,30.0,4.0
leapfrog,,,,,,,,,,,,,,,0.0,4.11,1.05,0.0,27.0,18.0
leapfrogging,,,,,,,,,,,,,,,0.0,3.57,1.45,0.0,30.0,1.0
leaping,,,,,,,,,,,,,,,0.0,4.28,1.14,0.0,25.0,80.0
leapt,,,,,,,,,,,,,,,0.0,3.57,1.43,0.0,28.0,45.0
learnable,,,,,,,,,,,,,,,0.0,1.76,0.99,2.0,31.0,1.0
learned,,,,,,,,,,,,,,,0.0,2.46,1.6,0.0,28.0,2964.0
learnedly,,,,,,,,,,,,,,,0.0,1.96,1.06,1.0,28.0,0.0
learnedness,,,,,,,,,,,,,,,0.0,1.65,0.85,3.0,29.0,0.0
learning,,,,,,,,,,,,,,,0.0,3.14,1.62,0.0,29.0,1036.0
leary,,,,,,,,,,,,,,,0.0,2.54,1.3,1.0,27.0,91.0
leasable,,,,,,,,,,,,,,,0.0,2.0,1.15,0.0,25.0,0.0
leaseholder,,,,,,,,,,,,,,,0.0,4.33,0.76,0.0,30.0,3.0
leaser,,,,,,,,,,,,,,,0.0,3.32,1.52,3.0,28.0,0.0
leasing,,,,,,,,,,,,,,,0.0,2.67,1.54,0.0,27.0,27.0
leastwise,,,,,,,,,,,,,,,0.0,1.75,1.19,3.0,27.0,8.0
leatherjacket,,,,,,,,,,,,,,,0.0,4.73,0.67,2.0,28.0,3.0
leatherneck,,,,,,,,,,,,,,,0.0,4.11,1.31,1.0,29.0,2.0
leatherwork,,,,,,,,,,,,,,,0.0,4.11,1.34,0.0,28.0,0.0
leatherworker,,,,,,,,,,,,,,,0.0,4.35,0.75,0.0,26.0,0.0
leatherworking,,,,,,,,,,,,,,,0.0,4.11,1.2,1.0,29.0,0.0
leathery,,,,,,,,,,,,,,,0.0,3.4,1.48,0.0,30.0,9.0
leavening,,,,,,,,,,,,,,,0.0,3.76,1.45,4.0,29.0,1.0
leaves,,,,,,,,,,,,,,,0.0,4.78,0.85,0.0,27.0,2316.0
leaving,,,,,,,,,,,,,,,0.0,3.25,1.24,0.0,28.0,7211.0
leavings,,,,,,,,,,,,,,,0.0,2.92,1.47,3.0,27.0,10.0
lecherously,,,,,,,,,,,,,,,0.0,2.04,0.98,3.0,28.0,0.0
lectern,,,,,,,,,,,,,,,0.0,4.46,1.02,3.0,27.0,4.0
led,,,,,,,,,,,,,,,0.0,2.62,1.57,0.0,29.0,1225.0
leeches,,,,,,,,,,,,,,,0.0,4.64,0.87,0.0,28.0,67.0
leechlike,,,,,,,,,,,,,,,0.0,2.6,1.22,1.0,26.0,0.0
leek,,,,,,,,,,,,,,,0.0,4.92,0.28,3.0,27.0,15.0
leer,,,,,,,,,,,,,,,0.0,3.75,0.99,1.0,25.0,26.0
leeringly,,,,,,,,,,,,,,,0.0,1.74,0.9,0.0,27.0,0.0
leery,,,,,,,,,,,,,,,0.0,2.03,1.18,1.0,30.0,162.0
leftie,,,,,,,,,,,,,,,0.0,3.16,1.37,2.0,27.0,0.0
leftist,,,,,,,,,,,,,,,0.0,2.15,1.17,1.0,28.0,9.0
leftmost,,,,,,,,,,,,,,,0.0,3.25,1.6,1.0,29.0,0.0
leftward,,,,,,,,,,,,,,,0.0,2.73,1.39,3.0,25.0,0.0
leftwards,,,,,,,,,,,,,,,0.0,2.96,1.46,4.0,29.0,0.0
leftwing,,,,,,,,,,,,,,,0.0,2.54,1.35,3.0,31.0,0.0
legalese,,,,,,,,,,,,,,,0.0,2.04,1.29,2.0,29.0,10.0
legalism,,,,,,,,,,,,,,,0.0,1.3,0.76,3.0,26.0,0.0
legalist,,,,,,,,,,,,,,,0.0,2.83,1.5,0.0,23.0,1.0
legalistic,,,,,,,,,,,,,,,0.0,1.67,1.11,2.0,29.0,2.0
legality,,,,,,,,,,,,,,,0.0,1.77,0.86,1.0,27.0,11.0
legalization,,,,,,,,,,,,,,,0.0,2.0,1.36,0.0,28.0,1.0
legalize,,,,,,,,,,,,,,,0.0,1.7,0.91,0.0,27.0,11.0
legally,,,,,,,,,,,,,,,0.0,2.23,1.14,1.0,27.0,388.0
legendry,,,,,,,,,,,,,,,0.0,1.56,1.08,2.0,27.0,0.0
legged,,,,,,,,,,,,,,,0.0,3.58,1.06,2.0,28.0,7.0
legging,,,,,,,,,,,,,,,0.0,4.66,0.77,0.0,29.0,2.0
leggings,,,,,,,,,,,,,,,0.0,4.86,0.59,0.0,28.0,13.0
legibility,,,,,,,,,,,,,,,0.0,2.55,1.24,0.0,29.0,0.0
legible,,,,,,,,,,,,,,,0.0,3.76,1.27,0.0,29.0,11.0
legibleness,,,,,,,,,,,,,,,0.0,2.58,1.39,3.0,29.0,0.0
legibly,,,,,,,,,,,,,,,0.0,2.68,1.28,0.0,28.0,1.0
legionnaire,,,,,,,,,,,,,,,0.0,4.36,1.11,4.0,29.0,4.0
legislate,,,,,,,,,,,,,,,0.0,2.33,1.27,0.0,27.0,16.0
legislative,,,,,,,,,,,,,,,0.0,2.14,1.35,0.0,28.0,14.0
legislatively,,,,,,,,,,,,,,,0.0,2.15,1.26,0.0,26.0,0.0
legislator,,,,,,,,,,,,,,,0.0,3.75,1.38,0.0,28.0,8.0
legislatorial,,,,,,,,,,,,,,,0.0,2.22,1.28,4.0,27.0,0.0
legitimately,,,,,,,,,,,,,,,0.0,1.96,1.29,0.0,27.0,21.0
legitimateness,,,,,,,,,,,,,,,0.0,1.48,0.7,2.0,29.0,0.0
legitimatize,,,,,,,,,,,,,,,0.0,1.59,1.05,1.0,28.0,0.0
legitimism,,,,,,,,,,,,,,,0.0,1.76,0.83,4.0,29.0,0.0
legitimization,,,,,,,,,,,,,,,0.0,1.36,0.83,1.0,29.0,0.0
legitimize,,,,,,,,,,,,,,,0.0,1.81,0.9,1.0,27.0,5.0
legless,,,,,,,,,,,,,,,0.0,4.07,1.3,0.0,28.0,6.0
legroom,,,,,,,,,,,,,,,0.0,3.26,1.02,2.0,29.0,5.0
legume,,,,,,,,,,,,,,,0.0,4.31,1.19,2.0,28.0,0.0
legwarmer,,,,,,,,,,,,,,,0.0,4.46,1.14,1.0,25.0,1.0
lei,,,,,,,,,,,,,,,0.0,4.83,0.65,4.0,27.0,37.0
leisured,,,,,,,,,,,,,,,0.0,2.0,1.39,4.0,30.0,0.0
leisurewear,,,,,,,,,,,,,,,0.0,4.33,1.09,0.0,30.0,1.0
lemongrass,,,,,,,,,,,,,,,0.0,4.76,0.44,0.0,25.0,2.0
lemony,,,,,,,,,,,,,,,0.0,2.93,1.54,1.0,28.0,6.0
lendable,,,,,,,,,,,,,,,0.0,1.83,0.96,2.0,26.0,0.0
lender,,,,,,,,,,,,,,,0.0,3.07,1.44,0.0,29.0,8.0
lengthener,,,,,,,,,,,,,,,0.0,2.96,1.45,0.0,27.0,0.0
lengthiness,,,,,,,,,,,,,,,0.0,2.07,1.02,0.0,28.0,0.0
lengthways,,,,,,,,,,,,,,,0.0,2.68,1.44,1.0,29.0,0.0
lengthwise,,,,,,,,,,,,,,,0.0,3.07,1.49,0.0,28.0,15.0
lenience,,,,,,,,,,,,,,,0.0,1.39,0.57,1.0,29.0,2.0
leniently,,,,,,,,,,,,,,,0.0,1.73,0.72,2.0,28.0,1.0
lent,,,,,,,,,,,,,,,0.0,2.77,1.53,0.0,26.0,190.0
lentil,,,,,,,,,,,,,,,0.0,4.48,1.12,1.0,28.0,11.0
lesbianism,,,,,,,,,,,,,,,0.0,2.48,1.45,0.0,29.0,9.0
lessening,,,,,,,,,,,,,,,0.0,2.2,0.87,0.0,25.0,4.0
lesser,,,,,,,,,,,,,,,0.0,2.29,1.33,1.0,29.0,137.0
letdown,,,,,,,,,,,,,,,0.0,1.83,1.04,0.0,29.0,17.0
lethality,,,,,,,,,,,,,,,0.0,2.0,1.17,2.0,25.0,3.0
lethally,,,,,,,,,,,,,,,0.0,2.64,1.28,0.0,28.0,3.0
lethargic,,,,,,,,,,,,,,,0.0,2.61,1.17,1.0,29.0,16.0
lethargically,,,,,,,,,,,,,,,0.0,2.23,1.18,1.0,27.0,0.0
lethargy,,,,,,,,,,,,,,,0.0,2.52,1.28,0.0,27.0,6.0
letterbox,,,,,,,,,,,,,,,0.0,4.6,0.87,0.0,25.0,2.0
lettered,,,,,,,,,,,,,,,0.0,3.04,1.43,1.0,25.0,7.0
letterpress,,,,,,,,,,,,,,,0.0,4.21,1.11,2.0,31.0,0.0
levelheaded,,,,,,,,,,,,,,,0.0,2.35,1.23,1.0,27.0,6.0
levelheadedness,,,,,,,,,,,,,,,0.0,1.84,0.99,3.0,28.0,1.0
leveling,,,,,,,,,,,,,,,0.0,2.97,1.18,0.0,29.0,22.0
levelness,,,,,,,,,,,,,,,0.0,3.11,1.31,1.0,29.0,0.0
leveraged,,,,,,,,,,,,,,,0.0,2.34,1.2,0.0,29.0,12.0
levers,,,,,,,,,,,,,,,0.0,4.85,0.36,0.0,27.0,19.0
leviathan,,,,,,,,,,,,,,,0.0,3.5,1.5,2.0,24.0,29.0
levitation,,,,,,,,,,,,,,,0.0,3.22,1.31,1.0,28.0,9.0
levitator,,,,,,,,,,,,,,,0.0,3.62,1.24,0.0,29.0,0.0
levity,,,,,,,,,,,,,,,0.0,1.81,1.06,3.0,29.0,19.0
levy,,,,,,,,,,,,,,,0.0,3.54,1.4,1.0,29.0,99.0
lewdly,,,,,,,,,,,,,,,0.0,1.73,1.12,3.0,25.0,2.0
lewdness,,,,,,,,,,,,,,,0.0,2.21,1.17,1.0,29.0,10.0
libelous,,,,,,,,,,,,,,,0.0,1.68,0.95,3.0,28.0,3.0
liberalism,,,,,,,,,,,,,,,0.0,1.72,1.14,2.0,27.0,5.0
liberalist,,,,,,,,,,,,,,,0.0,1.83,0.94,3.0,26.0,0.0
liberalistic,,,,,,,,,,,,,,,0.0,1.81,0.92,2.0,29.0,0.0
liberality,,,,,,,,,,,,,,,0.0,1.5,0.84,1.0,29.0,0.0
liberalization,,,,,,,,,,,,,,,0.0,1.64,0.99,1.0,26.0,4.0
liberalize,,,,,,,,,,,,,,,0.0,1.93,1.11,0.0,27.0,0.0
liberally,,,,,,,,,,,,,,,0.0,1.9,1.14,0.0,31.0,17.0
liberalness,,,,,,,,,,,,,,,0.0,1.32,0.8,1.0,26.0,0.0
liberationist,,,,,,,,,,,,,,,0.0,3.07,1.49,2.0,30.0,0.0
liberator,,,,,,,,,,,,,,,0.0,3.19,1.59,0.0,27.0,19.0
libertarian,,,,,,,,,,,,,,,0.0,2.34,1.29,0.0,29.0,4.0
libertarianism,,,,,,,,,,,,,,,0.0,1.75,1.21,1.0,29.0,1.0
libertinism,,,,,,,,,,,,,,,0.0,1.58,1.02,3.0,27.0,0.0
licence,,,,,,,,,,,,,,,0.0,4.57,0.69,2.0,30.0,251.0
licensable,,,,,,,,,,,,,,,0.0,2.5,1.1,3.0,27.0,0.0
licensed,,,,,,,,,,,,,,,0.0,2.74,1.51,0.0,27.0,140.0
licensee,,,,,,,,,,,,,,,0.0,3.9,1.24,1.0,31.0,1.0
licenser,,,,,,,,,,,,,,,0.0,3.39,1.34,1.0,29.0,0.0
licensing,,,,,,,,,,,,,,,0.0,2.15,1.41,0.0,27.0,11.0
licensure,,,,,,,,,,,,,,,0.0,2.78,1.41,3.0,26.0,1.0
licker,,,,,,,,,,,,,,,0.0,3.33,1.2,4.0,28.0,5.0
licking,,,,,,,,,,,,,,,0.0,3.93,1.36,0.0,30.0,175.0
lidless,,,,,,,,,,,,,,,0.0,3.81,1.24,2.0,29.0,2.0
lied,,,,,,,,,,,,,,,0.0,2.57,1.35,0.0,28.0,2234.0
lieu,,,,,,,,,,,,,,,0.0,1.73,1.0,1.0,27.0,57.0
lieutenancy,,,,,,,,,,,,,,,0.0,2.25,1.42,4.0,28.0,1.0
lifeblood,,,,,,,,,,,,,,,0.0,3.0,1.31,0.0,29.0,13.0
lifebuoy,,,,,,,,,,,,,,,0.0,4.65,0.8,3.0,29.0,3.0
lifelessly,,,,,,,,,,,,,,,0.0,2.36,1.37,1.0,29.0,2.0
lifelessness,,,,,,,,,,,,,,,0.0,2.76,1.36,0.0,25.0,1.0
lifelikeness,,,,,,,,,,,,,,,0.0,1.77,1.07,2.0,28.0,0.0
lifesaving,,,,,,,,,,,,,,,0.0,2.21,1.29,0.0,29.0,19.0
lifespan,,,,,,,,,,,,,,,0.0,2.55,1.53,0.0,29.0,18.0
lifevest,,,,,,,,,,,,,,,0.0,4.54,1.1,1.0,29.0,0.0
lifter,,,,,,,,,,,,,,,0.0,3.93,1.05,1.0,29.0,12.0
lifting,,,,,,,,,,,,,,,0.0,3.9,1.23,0.0,29.0,221.0
lightener,,,,,,,,,,,,,,,0.0,2.65,1.3,2.0,25.0,1.0
lightening,,,,,,,,,,,,,,,0.0,4.19,0.96,0.0,27.0,26.0
lighter,,,,,,,,,,,,,,,0.0,4.53,0.73,0.0,30.0,457.0
lightheadedness,,,,,,,,,,,,,,,0.0,2.87,1.46,0.0,30.0,1.0
lighthearted,,,,,,,,,,,,,,,0.0,2.0,1.24,0.0,27.0,11.0
lightheartedly,,,,,,,,,,,,,,,0.0,2.15,1.17,0.0,27.0,0.0
lightheartedness,,,,,,,,,,,,,,,0.0,2.14,1.24,0.0,28.0,1.0
lightless,,,,,,,,,,,,,,,0.0,3.0,1.41,3.0,25.0,0.0
lightlessness,,,,,,,,,,,,,,,0.0,2.17,1.46,4.0,28.0,0.0
lightly,,,,,,,,,,,,,,,0.0,2.6,1.1,0.0,30.0,235.0
lightproof,,,,,,,,,,,,,,,0.0,3.04,1.4,1.0,29.0,0.0
lightsaber,,,,,,,,,,,,,,,0.0,4.79,0.5,2.0,30.0,0.0
lightswitch,,,,,,,,,,,,,,,0.0,4.68,0.9,1.0,26.0,0.0
lightwood,,,,,,,,,,,,,,,0.0,3.81,1.13,3.0,29.0,0.0
lightyear,,,,,,,,,,,,,,,0.0,2.45,1.55,0.0,29.0,0.0
likability,,,,,,,,,,,,,,,0.0,1.82,1.28,0.0,28.0,2.0
likableness,,,,,,,,,,,,,,,0.0,1.42,0.64,4.0,30.0,0.0
likeability,,,,,,,,,,,,,,,0.0,1.71,0.97,0.0,31.0,3.0
likeliness,,,,,,,,,,,,,,,0.0,1.61,0.96,0.0,28.0,0.0
liken,,,,,,,,,,,,,,,0.0,2.04,1.37,4.0,29.0,3.0
likewise,,,,,,,,,,,,,,,0.0,2.07,1.33,0.0,29.0,182.0
liking,,,,,,,,,,,,,,,0.0,1.92,0.7,0.0,25.0,320.0
lilly,,,,,,,,,,,,,,,0.0,4.77,0.82,1.0,27.0,238.0
lima,,,,,,,,,,,,,,,0.0,3.87,1.46,3.0,26.0,61.0
limberness,,,,,,,,,,,,,,,0.0,2.81,1.21,1.0,28.0,0.0
limbless,,,,,,,,,,,,,,,0.0,3.77,1.39,4.0,30.0,1.0
limeade,,,,,,,,,,,,,,,0.0,4.44,1.04,2.0,27.0,5.0
limelighter,,,,,,,,,,,,,,,0.0,3.58,1.41,4.0,28.0,0.0
limerick,,,,,,,,,,,,,,,0.0,3.85,1.35,4.0,31.0,34.0
limes,,,,,,,,,,,,,,,0.0,4.92,0.39,0.0,26.0,28.0
limitable,,,,,,,,,,,,,,,0.0,1.96,1.14,2.0,27.0,0.0
limitation,,,,,,,,,,,,,,,0.0,2.18,1.25,0.0,28.0,15.0
limitative,,,,,,,,,,,,,,,0.0,1.69,1.01,1.0,27.0,0.0
limitedly,,,,,,,,,,,,,,,0.0,2.43,1.26,1.0,29.0,0.0
limitedness,,,,,,,,,,,,,,,0.0,1.68,0.75,2.0,27.0,0.0
limiter,,,,,,,,,,,,,,,0.0,2.31,1.38,3.0,29.0,0.0
limiting,,,,,,,,,,,,,,,0.0,1.6,0.77,0.0,30.0,37.0
limitlessly,,,,,,,,,,,,,,,0.0,1.82,1.19,1.0,29.0,0.0
limitlessness,,,,,,,,,,,,,,,0.0,1.38,0.56,0.0,29.0,1.0
limping,,,,,,,,,,,,,,,0.0,3.96,1.19,0.0,27.0,58.0
limply,,,,,,,,,,,,,,,0.0,2.42,1.18,4.0,28.0,0.0
limpness,,,,,,,,,,,,,,,0.0,3.67,1.21,0.0,27.0,0.0
linearly,,,,,,,,,,,,,,,0.0,2.5,1.58,2.0,30.0,0.0
lineate,,,,,,,,,,,,,,,0.0,2.26,1.14,2.0,25.0,0.0
lined,,,,,,,,,,,,,,,0.0,3.59,1.43,0.0,29.0,330.0
lineless,,,,,,,,,,,,,,,0.0,2.96,1.46,4.0,28.0,0.0
lineman,,,,,,,,,,,,,,,0.0,4.6,0.58,3.0,28.0,10.0
linesman,,,,,,,,,,,,,,,0.0,4.15,1.26,3.0,30.0,1.0
lingual,,,,,,,,,,,,,,,0.0,2.76,1.36,4.0,29.0,4.0
linguistic,,,,,,,,,,,,,,,0.0,2.56,1.37,0.0,27.0,18.0
linguistically,,,,,,,,,,,,,,,0.0,1.83,1.14,0.0,29.0,1.0
lining,,,,,,,,,,,,,,,0.0,4.41,1.21,0.0,29.0,231.0
linkable,,,,,,,,,,,,,,,0.0,2.46,1.07,3.0,31.0,0.0
linkage,,,,,,,,,,,,,,,0.0,2.75,1.27,3.0,31.0,15.0
linked,,,,,,,,,,,,,,,0.0,3.36,1.57,0.0,28.0,219.0
linking,,,,,,,,,,,,,,,0.0,2.69,1.32,2.0,28.0,67.0
links,,,,,,,,,,,,,,,0.0,3.52,1.29,0.0,25.0,141.0
linseed,,,,,,,,,,,,,,,0.0,4.36,1.08,2.0,27.0,10.0
lioness,,,,,,,,,,,,,,,0.0,4.43,1.35,0.0,28.0,17.0
lionfish,,,,,,,,,,,,,,,0.0,4.55,1.22,3.0,25.0,6.0
lionhearted,,,,,,,,,,,,,,,0.0,2.19,1.27,2.0,29.0,4.0
lipid,,,,,,,,,,,,,,,0.0,3.04,1.56,0.0,27.0,3.0
lipless,,,,,,,,,,,,,,,0.0,3.26,1.48,2.0,29.0,1.0
lipread,,,,,,,,,,,,,,,0.0,3.62,1.2,1.0,27.0,0.0
lipreading,,,,,,,,,,,,,,,0.0,3.71,1.23,0.0,24.0,1.0
liquefiable,,,,,,,,,,,,,,,0.0,3.08,1.2,3.0,29.0,0.0
liquefier,,,,,,,,,,,,,,,0.0,3.19,1.39,3.0,29.0,0.0
liquefy,,,,,,,,,,,,,,,0.0,3.31,1.16,0.0,26.0,10.0
liquidation,,,,,,,,,,,,,,,0.0,2.81,1.18,0.0,27.0,7.0
liquidator,,,,,,,,,,,,,,,0.0,3.24,1.33,1.0,30.0,3.0
liquidity,,,,,,,,,,,,,,,0.0,2.64,1.47,1.0,29.0,3.0
liquidize,,,,,,,,,,,,,,,0.0,3.35,1.3,4.0,27.0,0.0
liquidizer,,,,,,,,,,,,,,,0.0,3.43,1.47,3.0,26.0,0.0
liquidly,,,,,,,,,,,,,,,0.0,2.58,1.27,2.0,28.0,0.0
liquidness,,,,,,,,,,,,,,,0.0,3.3,1.51,1.0,28.0,1.0
listed,,,,,,,,,,,,,,,0.0,2.81,1.36,0.0,26.0,284.0
listerine,,,,,,,,,,,,,,,0.0,4.74,0.59,2.0,29.0,0.0
listlessly,,,,,,,,,,,,,,,0.0,1.87,0.97,1.0,24.0,2.0
listlessness,,,,,,,,,,,,,,,0.0,1.74,0.96,2.0,25.0,2.0
literalism,,,,,,,,,,,,,,,0.0,1.57,1.14,1.0,29.0,0.0
literalist,,,,,,,,,,,,,,,0.0,2.2,0.96,0.0,30.0,0.0
literalistic,,,,,,,,,,,,,,,0.0,1.93,1.21,3.0,30.0,0.0
literality,,,,,,,,,,,,,,,0.0,1.64,0.83,2.0,30.0,0.0
literalize,,,,,,,,,,,,,,,0.0,1.58,0.88,1.0,25.0,0.0
literally,,,,,,,,,,,,,,,0.0,2.48,1.48,0.0,27.0,739.0
literate,,,,,,,,,,,,,,,0.0,2.48,1.34,0.0,27.0,17.0
lithograph,,,,,,,,,,,,,,,0.0,4.39,1.2,1.0,29.0,3.0
lithographer,,,,,,,,,,,,,,,0.0,3.86,1.46,3.0,25.0,0.0
litigate,,,,,,,,,,,,,,,0.0,2.54,1.37,1.0,29.0,4.0
litmus,,,,,,,,,,,,,,,0.0,3.2,1.5,3.0,28.0,13.0
litterbug,,,,,,,,,,,,,,,0.0,4.07,1.13,0.0,29.0,3.0
litterer,,,,,,,,,,,,,,,0.0,3.79,1.13,1.0,29.0,0.0
littleness,,,,,,,,,,,,,,,0.0,2.32,0.98,2.0,30.0,4.0
livability,,,,,,,,,,,,,,,0.0,2.0,0.94,2.0,28.0,0.0
livable,,,,,,,,,,,,,,,0.0,2.48,1.38,0.0,23.0,14.0
livableness,,,,,,,,,,,,,,,0.0,2.16,1.07,4.0,29.0,0.0
liveable,,,,,,,,,,,,,,,0.0,2.25,1.17,0.0,28.0,3.0
lived,,,,,,,,,,,,,,,0.0,2.38,1.42,0.0,29.0,3368.0
liveliness,,,,,,,,,,,,,,,0.0,2.27,1.17,0.0,30.0,0.0
livelong,,,,,,,,,,,,,,,0.0,1.88,1.28,4.0,30.0,13.0
liverless,,,,,,,,,,,,,,,0.0,2.64,1.56,4.0,26.0,0.0
liverwurst,,,,,,,,,,,,,,,0.0,4.61,0.99,0.0,28.0,21.0
livewire,,,,,,,,,,,,,,,0.0,3.46,1.44,4.0,28.0,0.0
lividly,,,,,,,,,,,,,,,0.0,2.14,1.15,1.0,29.0,0.0
lividness,,,,,,,,,,,,,,,0.0,2.35,1.26,2.0,28.0,0.0
living,,,,,,,,,,,,,,,0.0,3.04,1.65,0.0,27.0,7983.0
livingly,,,,,,,,,,,,,,,0.0,1.77,0.91,4.0,30.0,0.0
loaded,,,,,,,,,,,,,,,0.0,3.14,1.51,0.0,29.0,948.0
loading,,,,,,,,,,,,,,,0.0,3.74,1.32,0.0,27.0,248.0
loafing,,,,,,,,,,,,,,,0.0,2.33,1.18,0.0,30.0,24.0
loaner,,,,,,,,,,,,,,,0.0,2.7,1.29,0.0,30.0,16.0
loath,,,,,,,,,,,,,,,0.0,1.63,0.97,1.0,28.0,5.0
loathingly,,,,,,,,,,,,,,,0.0,2.04,1.02,0.0,25.0,0.0
loathsomely,,,,,,,,,,,,,,,0.0,1.48,1.05,4.0,29.0,0.0
loathsomeness,,,,,,,,,,,,,,,0.0,1.69,0.89,1.0,30.0,1.0
lob,,,,,,,,,,,,,,,0.0,3.83,1.31,3.0,27.0,14.0
lobbyer,,,,,,,,,,,,,,,0.0,3.28,1.4,3.0,28.0,0.0
lobbyism,,,,,,,,,,,,,,,0.0,1.95,1.05,4.0,26.0,0.0
lobotomize,,,,,,,,,,,,,,,0.0,3.58,1.47,4.0,30.0,2.0
locale,,,,,,,,,,,,,,,0.0,2.96,1.46,2.0,28.0,16.0
locality,,,,,,,,,,,,,,,0.0,3.07,1.49,0.0,29.0,6.0
localizable,,,,,,,,,,,,,,,0.0,2.0,1.17,4.0,27.0,0.0
localization,,,,,,,,,,,,,,,0.0,2.63,1.57,1.0,28.0,1.0
localize,,,,,,,,,,,,,,,0.0,2.14,1.06,0.0,29.0,1.0
locally,,,,,,,,,,,,,,,0.0,2.45,1.33,0.0,29.0,58.0
