Word,Word type,new AoA,Frequency,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum,rating,phonemes,totalMorphemes,concreteness,babyAVG,Bigram,Conc.M,Conc.SD,Unknown,Total,SUBTLEX
bee,N,193.0,1.2214,3.68,1.67,22.0,5.65,2.4,23.0,18.03030303030303,2.0,1.0,4.88,1.8,0.0,4.88,0.71,0.0,32.0,528.0
before,F,246.0,2.3003,,,,,,,6.2727272727272725,4.0,1.0,1.96,2.352941176,0.0,1.96,1.34,1.0,28.0,40501.0
befriend,V,454.0,0.3263,7.14,1.93,21.0,4.25,2.53,20.0,,,,,,0.0,2.36,1.45,1.0,29.0,22.0
beggarman,N,397.0,-1.2218,,,,,,,,,,,,,,,,,
begin,V,271.0,2.8354,6.44,2.04,18.0,2.85,2.23,20.0,,,,,,0.0,2.56,1.42,0.0,25.0,2906.0
beginning,N,332.0,1.881,6.39,2.12,18.0,3.0,2.7,20.0,,,,,,0.0,2.5,1.39,0.0,26.0,3219.0
behave,V,227.0,1.6636,6.25,1.65,20.0,3.72,2.42,18.0,,,,,,0.0,1.78,1.01,0.0,27.0,828.0
behind,F,227.0,2.4594,,,,,,,13.83783783783784,6.0,1.0,3.4799999999999995,3.05,0.0,3.48,1.33,0.0,29.0,9581.0
beige,N,452.0,-0.301,5.26,2.16,19.0,2.6,2.3,20.0,,,,,,0.0,3.41,1.59,0.0,29.0,69.0
being,N,456.0,1.9649,,,,,,,,,,,,0.0,1.93,1.41,0.0,27.0,24781.0
belgium,N,473.0,1.0026,,,,,,,,,,,,,,,,,
believe,V,336.0,2.6308,7.05,1.36,22.0,3.33,2.15,21.0,,,,,,0.0,1.55,0.95,0.0,29.0,31882.0
belle,N,524.0,0.4192,,,,,,,,,,,,0.0,3.08,1.69,3.0,27.0,413.0
belong,V,332.0,1.9183,6.5,2.31,18.0,2.9,2.43,20.0,,,,,,0.0,1.43,0.73,0.0,30.0,2263.0
below,F,267.0,1.852,,,,,,,,,,,,0.0,3.45,1.33,0.0,29.0,1430.0
bend,V,246.0,1.8187,5.75,0.91,20.0,4.4,2.28,20.0,,,,,,0.0,3.88,1.3,0.0,25.0,768.0
beneath,F,294.0,1.3426,,,,,,,,,,,,0.0,3.11,1.42,0.0,27.0,593.0
benefit,N,496.0,2.096,6.87,1.22,23.0,3.53,2.32,17.0,,,,,,0.0,2.25,1.46,0.0,28.0,732.0
benefit,V,482.0,1.2875,6.87,1.22,23.0,3.53,2.32,17.0,,,,,,0.0,2.25,1.46,0.0,28.0,732.0
beside,F,296.0,1.954,,,,,,,,,,,,0.0,2.59,1.27,1.0,30.0,774.0
best,A,241.0,3.1628,,,,,,,,,,,,0.0,1.6,0.81,0.0,30.0,20623.0
better,A,235.0,3.1628,,,,,,,13.275,4.0,1.0,1.91,2.4,0.0,1.91,1.04,0.0,23.0,40494.0
better,V,418.0,1.2862,,,,,,,13.275,4.0,1.0,1.91,2.4,0.0,1.91,1.04,0.0,23.0,40494.0
betterness,N,542.0,-1.5539,,,,,,,,,,,,,,,,,
between,F,286.0,2.8702,,,,,,,,,,,,0.0,2.72,1.39,0.0,29.0,8932.0
beyond,F,372.0,2.1601,,,,,,,,,,,,0.0,1.72,0.92,0.0,29.0,2200.0
bide,V,517.0,-0.1367,4.5,1.54,20.0,3.61,2.48,18.0,,,,,,0.0,1.73,1.15,4.0,30.0,28.0
big,A,155.0,2.5959,5.64,1.73,22.0,4.33,2.42,21.0,17.9,3.0,1.0,3.66,2.727272727,0.0,3.66,1.56,0.0,29.0,34824.0
bigger,A,201.0,2.5959,,,,,,,,,,,,0.0,3.53,1.31,0.0,30.0,2765.0
binman,N,336.0,-1.5539,,,,,,,,,,,,,,,,,
biochemistry,N,635.0,0.2648,5.48,2.04,21.0,3.67,2.06,21.0,,,,,,0.0,3.4,1.43,0.0,30.0,29.0
biologist,N,590.0,0.6812,5.85,1.84,20.0,3.27,1.83,22.0,,,,,,0.0,3.96,1.43,0.0,28.0,64.0
biology,N,551.0,1.0955,6.0,1.45,20.0,4.1,2.22,20.0,,,,,,0.0,3.48,1.5,0.0,29.0,250.0
birth,N,317.0,1.7995,6.52,2.36,21.0,5.75,2.73,20.0,,,,,,0.0,4.46,0.88,0.0,28.0,1405.0
bison,N,471.0,0.4714,,,,,,,,,,,,0.0,4.68,0.86,0.0,28.0,17.0
bit,N,220.0,2.4231,5.05,1.5,22.0,3.86,2.39,21.0,,,,,,0.0,3.27,1.62,0.0,30.0,11987.0
black,N,208.0,1.7753,5.4,2.14,20.0,3.58,2.41,38.0,9.681818181818182,,1.0,3.76,2.5,0.0,3.76,1.64,0.0,29.0,8565.0
blame,V,326.0,1.6683,2.94,1.92,18.0,4.81,2.84,21.0,,,,,,0.0,2.06,1.18,0.0,31.0,2998.0
blew,V,265.0,1.9253,,,,,,,,,,,,,,,,,
blink,V,277.0,1.1381,5.25,1.62,20.0,3.12,1.83,17.0,,,,,,0.0,4.39,0.99,0.0,28.0,258.0
blue,N,206.0,1.4747,6.53,2.34,19.0,3.69,2.4,45.0,14.594594594594597,3.0,1.0,3.76,7.333333333,0.0,3.76,1.45,0.0,25.0,5222.0
blue tit,N,353.0,-1.5539,,,,,,,,,,,,,,,,,
blush,V,385.0,1.0349,6.38,1.88,21.0,4.74,2.14,23.0,,,,,,0.0,4.41,0.8,0.0,27.0,136.0
boa constrictor,N,519.0,-1.5539,3.79,1.81,19.0,5.06,2.19,17.0,,,,,,1.0,4.77,0.82,0.0,26.0,0.0
boat,V,442.0,0.1089,6.36,1.4,22.0,4.05,2.18,21.0,22.41860465116279,3.0,1.0,4.93,1.363636364,0.0,4.93,0.37,0.0,30.0,4885.0
boil,V,294.0,1.6325,4.48,1.47,21.0,5.42,2.24,19.0,,,,,,0.0,4.2,1.12,0.0,25.0,303.0
bolivia,N,604.0,0.2253,,,,,,,,,,,,,,,,,
bomb,N,399.0,1.6146,2.47,1.65,43.0,5.71,2.82,45.0,,,,,,0.0,4.84,0.37,0.0,25.0,2736.0
bomb,V,433.0,1.0993,2.47,1.65,43.0,5.71,2.82,45.0,,,,,,0.0,4.84,0.37,0.0,25.0,2736.0
bomb aimer,N,547.0,-1.5539,,,,,,,,,,,,,,,,,
bonus,N,538.0,0.9976,8.05,1.05,20.0,6.9,2.4,20.0,,,,,,0.0,3.04,1.48,0.0,28.0,469.0
boo,V,327.0,0.1614,,,,,,,,,,,,0.0,2.48,1.6,2.0,29.0,596.0
book,N,174.0,2.6381,7.05,1.73,39.0,3.13,2.4,39.0,19.91891891891892,3.0,1.0,4.9,4.7,0.0,4.9,0.31,0.0,29.0,9026.0
bookkeeper,N,504.0,0.2788,5.58,1.02,19.0,3.61,2.25,18.0,,,,,,0.0,4.64,0.86,0.0,25.0,65.0
born,A,256.0,1.9604,7.33,2.22,18.0,3.9,2.68,21.0,,,,,,0.0,3.22,1.22,0.0,27.0,4268.0
borrow,V,312.0,1.4907,5.18,2.02,22.0,4.55,2.28,20.0,,,,,,0.0,3.1,1.23,0.0,29.0,1495.0
botanist,N,570.0,0.3385,,,,,,,,,,,,0.0,4.07,1.21,1.0,28.0,14.0
botany,N,568.0,0.3704,5.55,1.79,20.0,3.0,2.0,23.0,,,,,,0.0,2.97,1.27,0.0,29.0,20.0
both,F,256.0,2.7858,,,,,,,,,,,,0.0,2.97,1.45,0.0,29.0,15062.0
bother,V,336.0,1.7671,4.44,2.41,18.0,4.2,2.67,20.0,,,,,,0.0,2.0,1.12,0.0,28.0,3436.0
bottom,N,185.0,1.9301,3.61,1.69,18.0,3.19,1.97,21.0,,,,,,0.0,4.25,1.11,0.0,28.0,2546.0
bowl,N,228.0,1.5187,5.67,1.49,40.0,3.21,2.2,47.0,19.285714285714285,3.0,1.0,4.87,4.4,0.0,4.87,0.73,0.0,30.0,1094.0
bowl,V,355.0,1.107,5.67,1.49,40.0,3.21,2.2,47.0,19.285714285714285,3.0,1.0,4.87,4.4,0.0,4.87,0.73,0.0,30.0,1094.0
box,V,340.0,-0.0487,5.33,1.78,18.0,2.67,1.8,21.0,9.91891891891892,4.0,1.0,4.9,1.941176471,0.0,4.9,0.41,0.0,29.0,4577.0
boy,N,150.0,2.5442,5.84,1.7,38.0,4.11,2.49,45.0,19.88888888888889,2.0,1.0,4.76,7.923076923,0.0,4.76,0.6,0.0,25.0,27021.0
brain,N,326.0,1.8743,6.22,1.63,18.0,3.35,2.78,20.0,,,,,,0.0,4.69,0.74,1.0,27.0,3928.0
braise,V,551.0,-0.4089,,,,,,,,,,,,0.0,3.09,1.41,4.0,27.0,0.0
brazil,N,510.0,1.0095,,,,,,,,,,,,0.0,4.19,1.08,1.0,28.0,268.0
break,N,376.0,1.4811,5.1,2.45,21.0,4.71,2.26,21.0,13.108108108108109,4.0,1.0,3.71,4.7,0.0,3.71,1.21,0.0,28.0,11275.0
break,V,230.0,2.3601,5.1,2.45,21.0,4.71,2.26,21.0,13.108108108108109,4.0,1.0,3.71,4.7,0.0,3.71,1.21,0.0,28.0,11275.0
break and enter,V,555.0,-1.5539,,,,,,,,,,,,,,,,,
breakfast,N,167.0,1.7441,7.39,1.79,18.0,5.0,2.49,20.0,4.891891891891892,8.0,1.0,4.43,4.7,0.0,4.43,1.1,0.0,30.0,3381.0
breathe,V,232.0,1.6453,7.17,1.69,18.0,2.6,2.19,20.0,,,,,,0.0,4.07,1.13,0.0,29.0,2474.0
breed,V,465.0,1.2799,5.74,0.93,19.0,4.1,2.43,21.0,,,,,,0.0,2.85,1.32,0.0,27.0,323.0
bric a brac,N,575.0,-1.5539,,,,,,,,,,,,,,,,,
bricklayer,N,437.0,0.2648,,,,,,,,,,,,0.0,4.42,1.14,0.0,26.0,10.0
bridge,N,284.0,1.8209,5.44,1.42,18.0,3.48,2.73,21.0,,,,,,0.0,4.97,0.19,1.0,30.0,2331.0
brief,A,439.0,1.6398,6.0,1.41,19.0,3.42,2.21,24.0,,,,,,0.0,2.38,1.12,0.0,29.0,732.0
bright,A,292.0,1.9296,6.84,1.86,19.0,5.0,2.45,20.0,,,,,,0.0,3.92,0.93,0.0,26.0,2265.0
brighten,V,372.0,0.6866,7.37,1.42,19.0,5.32,2.64,22.0,,,,,,0.0,3.41,1.12,0.0,27.0,70.0
bring,V,247.0,2.7098,5.68,1.25,22.0,4.29,2.05,21.0,13.509803921568627,4.0,1.0,2.55,3.1,0.0,2.55,1.43,0.0,29.0,16685.0
britain,N,316.0,2.3672,,,,,,,,,,,,,,,,,
broad,A,376.0,1.7067,5.14,1.8,21.0,3.26,2.51,19.0,,,,,,0.0,2.45,1.43,0.0,29.0,751.0
broaden,V,445.0,0.7846,6.39,1.5,18.0,3.16,2.01,19.0,,,,,,0.0,2.3,1.07,0.0,27.0,50.0
bronze,N,448.0,1.211,5.81,1.47,21.0,3.62,2.55,24.0,,,,,,0.0,4.47,1.07,0.0,30.0,143.0
brood,V,527.0,1.0048,4.65,1.81,20.0,2.57,1.99,21.0,,,,,,0.0,2.96,1.46,2.0,25.0,55.0
brown,N,243.0,0.9619,5.52,1.63,21.0,3.32,2.19,22.0,7.527777777777778,4.0,1.0,4.48,4.1,0.0,4.48,1.05,0.0,27.0,3066.0
brush,N,198.0,1.2184,5.47,1.26,19.0,3.18,1.71,22.0,15.210526315789474,4.0,1.0,4.54,2.3,0.0,4.54,0.74,0.0,28.0,722.0
brush,V,236.0,1.3755,5.47,1.26,19.0,3.18,1.71,22.0,15.210526315789474,4.0,1.0,4.54,2.3,0.0,4.54,0.74,0.0,28.0,722.0
brutal,A,488.0,1.1237,3.07,1.81,41.0,5.13,2.68,45.0,,,,,,0.0,2.0,1.08,0.0,30.0,375.0
brutality,N,544.0,0.7846,2.43,1.43,21.0,4.96,2.31,23.0,,,,,,0.0,2.48,1.21,0.0,29.0,112.0
buddha,N,609.0,0.42,,,,,,,,,,,,,,,,,
buddhism,N,611.0,0.0899,,,,,,,,,,,,0.0,2.3,1.47,0.0,30.0,33.0
buddhist,N,611.0,0.6107,,,,,,,,,,,,0.0,3.92,1.08,0.0,25.0,121.0
budgerigar,N,376.0,-0.301,,,,,,,,,,,,,,,,,
buffalo,N,411.0,0.871,,,,,,,,,,,,0.0,4.83,0.54,0.0,29.0,607.0
bug,N,383.0,0.6866,3.45,1.47,20.0,6.06,2.39,18.0,19.58974358974359,3.0,1.0,5.0,3.076923077,0.0,5.0,0.0,0.0,29.0,1068.0
build,V,251.0,2.3842,6.33,1.68,18.0,3.38,2.18,21.0,7.837837837837838,4.0,1.0,3.71,2.428571429,0.0,3.71,1.46,0.0,28.0,2452.0
builder,N,343.0,1.0394,5.95,1.31,19.0,3.32,2.17,22.0,,,,,,0.0,3.97,1.4,0.0,30.0,48.0
built,A,292.0,2.3842,,,,,,,,,,,,0.0,3.5,1.3,0.0,26.0,2099.0
bulgaria,N,578.0,0.1931,,,,,,,,,,,,,,,,,
bull,N,286.0,1.44,3.95,1.65,22.0,4.9,2.85,20.0,,,,,,0.0,4.85,0.53,0.0,27.0,1403.0
bully,N,349.0,0.6042,2.67,2.13,21.0,5.86,2.12,22.0,,,,,,0.0,3.92,1.09,0.0,26.0,368.0
bully,V,359.0,0.943,2.67,2.13,21.0,5.86,2.12,22.0,,,,,,0.0,3.92,1.09,0.0,26.0,368.0
bungalow,N,380.0,0.887,6.5,1.1,20.0,3.64,2.61,22.0,,,,,,0.0,4.63,0.61,0.0,30.0,84.0
bungee jump,V,625.0,-1.5539,,,,,,,,,,,,,,,,,
burma,N,578.0,0.5024,,,,,,,,,,,,,,,,,
burst,V,294.0,1.5809,5.43,1.21,21.0,5.09,2.45,22.0,,,,,,0.0,3.1,1.23,0.0,29.0,435.0
burundi,N,644.0,-0.5528,,,,,,,,,,,,,,,,,
bury,V,313.0,1.7004,1.95,1.21,22.0,5.55,2.09,20.0,,,,,,0.0,3.82,1.19,1.0,29.0,1054.0
bus driver,N,254.0,-1.5539,,,,,,,,,,,,1.0,4.86,0.36,0.0,28.0,0.0
businessman,N,482.0,1.3662,5.38,1.83,21.0,3.36,2.38,22.0,,,,,,0.0,4.47,0.97,0.0,30.0,404.0
but,F,233.0,3.7334,,,,,,,7.928571428571429,3.0,1.0,2.04,1.2,0.0,2.04,1.34,0.0,27.0,225291.0
butter,V,235.0,0.4192,6.36,1.74,39.0,3.37,2.15,43.0,9.710526315789474,4.0,1.0,4.9,2.4,0.0,4.9,0.55,0.0,30.0,1042.0
buy,V,237.0,2.4093,6.82,1.84,22.0,4.29,2.43,21.0,6.162162162162162,2.0,1.0,3.35,4.066666667,0.0,3.35,1.23,0.0,26.0,9814.0
by,F,231.0,3.6381,,,,,,,4.885714285714286,2.0,1.0,1.55,2.083333333,0.0,1.55,0.95,0.0,29.0,68364.0
cabinet minister,N,578.0,-1.5539,,,,,,,,,,,,,,,,,
calculate,V,473.0,1.4812,4.89,2.4,19.0,3.18,2.13,22.0,,,,,,0.0,2.74,1.35,0.0,27.0,106.0
calf,N,294.0,1.3142,5.44,1.29,25.0,3.7,2.44,23.0,,,,,,0.0,4.48,0.89,1.0,28.0,151.0
call,V,254.0,2.8416,6.18,1.84,22.0,3.29,2.03,21.0,,,,,,0.0,4.0,1.11,1.0,28.0,43931.0
callousness,N,597.0,-0.0506,,,,,,,,,,,,0.0,1.93,1.14,0.0,27.0,8.0
calm,A,395.0,1.4042,6.89,2.0,18.0,1.67,1.91,21.0,,,,,,0.0,2.83,1.47,0.0,29.0,4541.0
calm,N,482.0,0.9318,6.89,2.0,18.0,1.67,1.91,21.0,,,,,,0.0,2.83,1.47,0.0,29.0,4541.0
camel,N,303.0,1.3994,5.29,1.42,21.0,3.1,1.55,21.0,,,,,,0.0,4.93,0.25,0.0,30.0,256.0
can,V,197.0,3.598,6.41,1.53,22.0,3.14,1.93,21.0,,,,,,0.0,4.55,1.02,0.0,29.0,267620.0
canada,N,404.0,1.3786,,,,,,,,,,,,,,,,,
canary,N,326.0,0.5106,6.37,1.95,19.0,3.5,1.85,22.0,,,,,,0.0,4.63,1.03,0.0,30.0,149.0
cannot,V,267.0,2.394,,,,,,,,,,,,0.0,2.33,1.4,1.0,25.0,6465.0
car maker,N,460.0,-1.5539,,,,,,,,,,,,,,,,,
care,V,338.0,2.0846,7.64,1.29,22.0,2.67,1.85,21.0,,,,,,0.0,2.33,1.14,0.0,27.0,24748.0
carer,N,523.0,-1.5539,,,,,,,,,,,,,,,,,
carpenter,N,387.0,0.6107,5.94,1.8,18.0,3.05,1.93,19.0,,,,,,0.0,4.41,1.05,0.0,27.0,306.0
carpet,N,244.0,1.4779,5.95,1.5,21.0,2.77,1.6,22.0,,,,,,0.0,4.96,0.19,0.0,27.0,594.0
carpet fitter,N,486.0,-1.5539,,,,,,,,,,,,,,,,,
carpet layer,N,501.0,-1.5539,,,,,,,,,,,,,,,,,
carve,V,362.0,1.2911,5.09,1.44,22.0,4.13,2.85,23.0,,,,,,0.0,3.69,1.28,0.0,29.0,158.0
cast,V,471.0,1.6146,5.26,2.1,19.0,3.55,2.22,22.0,,,,,,0.0,3.92,1.35,0.0,26.0,1180.0
caste,N,597.0,0.76,4.0,2.13,20.0,3.38,2.25,21.0,,,,,,0.0,2.67,1.46,3.0,24.0,44.0
categorise,V,595.0,0.301,,,,,,,,,,,,,,,,,
catholic,N,477.0,1.1973,4.95,2.4,21.0,2.83,2.41,23.0,,,,,,0.0,2.93,1.58,0.0,29.0,636.0
catholicism,N,536.0,0.1461,,,,,,,,,,,,0.0,1.93,1.28,0.0,30.0,23.0
cause,V,416.0,2.2349,5.14,1.58,22.0,3.48,2.44,21.0,,,,,,0.0,2.43,1.4,0.0,28.0,15812.0
cerise,N,551.0,-1.2218,,,,,,,,,,,,,,,,,
certain,A,372.0,2.0215,6.11,1.57,18.0,3.0,2.36,20.0,,,,,,0.0,1.68,1.06,0.0,28.0,4354.0
certainly,ADV,385.0,2.3562,,,,,,,,,,,,0.0,1.86,1.11,0.0,28.0,6067.0
ceylon,N,534.0,-1.5539,,,,,,,,,,,,,,,,,
chad,N,640.0,0.4456,,,,,,,,,,,,,,,,,
chance,N,368.0,2.237,6.05,1.58,19.0,4.3,2.45,20.0,,,,,,0.0,1.64,0.99,1.0,29.0,12303.0
change,N,338.0,2.3256,5.09,1.93,22.0,4.05,2.22,21.0,,,,,,0.0,2.89,1.57,0.0,28.0,12258.0
change,V,332.0,2.663,5.09,1.93,22.0,4.05,2.22,21.0,,,,,,0.0,2.89,1.57,0.0,28.0,12258.0
chaos,N,516.0,1.1849,2.84,1.64,19.0,6.31,2.33,39.0,,,,,,0.0,2.79,1.32,0.0,29.0,479.0
chap,N,394.0,1.4513,5.1,1.51,21.0,2.54,2.02,24.0,,,,,,0.0,3.9,1.4,0.0,29.0,324.0
charlady,N,495.0,-0.5528,,,,,,,,,,,,,,,,,
charming,A,415.0,1.3448,7.05,2.15,22.0,5.0,2.79,20.0,,,,,,0.0,2.14,1.03,0.0,29.0,1434.0
chart,N,413.0,1.255,5.35,1.14,20.0,3.1,1.89,21.0,,,,,,0.0,4.48,1.19,0.0,27.0,483.0
chart,V,506.0,0.2385,5.35,1.14,20.0,3.1,1.89,21.0,,,,,,0.0,4.48,1.19,0.0,27.0,483.0
chase,V,282.0,1.3071,3.77,2.29,22.0,6.6,2.72,20.0,12.054054054054054,4.0,1.0,3.4799999999999995,3.8,0.0,3.48,1.21,0.0,29.0,1673.0
chasm,N,547.0,0.4099,,,,,,,,,,,,0.0,4.24,1.2,3.0,28.0,18.0
chastise,V,522.0,-0.0757,,,,,,,,,,,,0.0,2.68,1.22,1.0,26.0,6.0
chat,V,348.0,1.0674,5.75,1.52,20.0,4.27,2.51,22.0,,,,,,0.0,3.66,1.34,0.0,29.0,830.0
chatter,V,359.0,1.0095,5.9,1.95,21.0,4.44,2.65,25.0,,,,,,0.0,3.33,1.36,0.0,27.0,238.0
cheat,N,335.0,0.1451,3.05,1.9,20.0,4.91,2.71,22.0,,,,,,0.0,2.23,1.19,0.0,30.0,901.0
cheat,V,338.0,1.1451,3.05,1.9,20.0,4.91,2.71,22.0,,,,,,0.0,2.23,1.19,0.0,30.0,901.0
check,V,383.0,1.9198,6.55,1.87,22.0,3.38,2.18,21.0,,,,,,0.0,4.11,1.34,0.0,27.0,14228.0
cheer,V,308.0,1.1784,7.1,1.5,40.0,5.33,2.47,43.0,,,,,,0.0,2.77,1.42,0.0,26.0,953.0
cheerful,A,314.0,1.267,8.0,1.41,19.0,5.76,2.41,21.0,,,,,,0.0,2.34,1.32,0.0,29.0,190.0
cheerfulness,N,366.0,0.2253,,,,,,,,,,,,0.0,2.57,1.4,0.0,28.0,2.0
cheetah,N,456.0,-0.1739,6.27,1.72,22.0,5.31,2.71,26.0,,,,,,0.0,4.7,0.87,0.0,27.0,117.0
chef,N,469.0,0.525,6.15,1.81,20.0,3.05,1.81,22.0,,,,,,0.0,4.3,1.29,0.0,30.0,606.0
chemical,N,497.0,1.3817,4.89,1.88,19.0,3.41,2.24,22.0,,,,,,0.0,3.86,1.24,0.0,28.0,579.0
chemist,N,398.0,0.871,4.95,1.63,21.0,3.95,1.77,21.0,,,,,,0.0,4.24,1.27,0.0,29.0,95.0
chemistry,N,478.0,1.1237,5.74,1.82,19.0,4.59,2.42,22.0,,,,,,0.0,3.64,1.39,0.0,28.0,442.0
chew,V,223.0,1.3047,5.58,1.77,19.0,3.8,2.24,20.0,,,,,,0.0,3.93,1.36,0.0,27.0,462.0
chic,N,562.0,0.2095,6.47,1.47,19.0,5.1,2.14,21.0,,,,,,0.0,2.26,1.35,0.0,27.0,119.0
child,N,221.0,3.0347,7.2,1.47,41.0,5.33,2.59,18.0,8.846153846153847,5.0,1.0,4.78,8.615384615,0.0,4.78,0.58,0.0,27.0,8040.0
childminder,N,521.0,-1.5539,,,,,,,,,,,,,,,,,
children,N,226.0,3.0347,6.36,2.11,22.0,5.09,2.56,22.0,,,,,,0.0,4.89,0.32,0.0,27.0,8930.0
chile,N,575.0,0.7474,,,,,,,,,,,,,,,,,
chill,N,376.0,0.8228,5.16,2.09,19.0,3.25,2.12,20.0,,,,,,0.0,2.89,1.34,0.0,27.0,828.0
chimpanzee,N,376.0,0.5328,6.39,2.2,18.0,3.9,2.27,20.0,,,,,,0.0,4.96,0.19,0.0,28.0,62.0
china,N,445.0,1.723,,,,,,,,,,,,0.0,4.79,0.5,0.0,28.0,1268.0
chinchilla,N,570.0,-0.6508,6.15,1.81,20.0,4.43,1.83,21.0,,,,,,0.0,4.72,0.7,0.0,29.0,27.0
chipmunk,N,564.0,-0.9518,7.33,1.64,18.0,3.8,2.02,20.0,,,,,,0.0,4.97,0.19,0.0,29.0,42.0
choice,N,379.0,2.0637,6.36,1.71,22.0,3.52,2.04,21.0,,,,,,0.0,1.9,1.14,0.0,29.0,4975.0
choke,V,318.0,1.1587,2.42,1.92,19.0,5.3,2.74,23.0,,,,,,0.0,3.97,1.35,0.0,29.0,330.0
chop,N,333.0,0.7014,4.6,0.99,20.0,4.43,2.29,21.0,,,,,,0.0,4.48,0.74,0.0,29.0,694.0
chop,V,297.0,1.29,4.6,0.99,20.0,4.43,2.29,21.0,,,,,,0.0,4.48,0.74,0.0,29.0,694.0
chorus,N,379.0,1.0143,6.0,1.41,19.0,4.2,1.88,20.0,,,,,,0.0,4.03,1.02,0.0,29.0,310.0
chose,V,331.0,2.2538,,,,,,,,,,,,0.0,2.48,1.12,1.0,30.0,952.0
christian,N,389.0,1.3746,,,,,,,,,,,,,,,,,
christian science,N,607.0,-1.5539,,,,,,,,,,,,,,,,,
christian scientist,N,616.0,-1.5539,,,,,,,,,,,,,,,,,
christianity,N,432.0,1.152,,,,,,,,,,,,0.0,2.5,1.6,0.0,28.0,56.0
chuckle,V,355.0,0.8041,7.1,1.79,21.0,5.3,2.7,20.0,,,,,,0.0,3.82,1.25,0.0,28.0,81.0
church of england,N,392.0,-1.5539,,,,,,,,,,,,,,,,,
church of scotland,N,532.0,-1.5539,,,,,,,,,,,,,,,,,
church of wales,N,562.0,-1.5539,,,,,,,,,,,,,,,,,
cigarette,N,264.0,1.8523,3.0,2.85,22.0,4.0,2.03,20.0,,,,,,0.0,4.88,0.43,0.0,26.0,1357.0
cinder,N,325.0,0.2095,4.8,1.44,20.0,3.91,2.29,22.0,,,,,,0.0,4.54,0.74,0.0,28.0,39.0
circle,V,340.0,1.0503,5.76,1.3,41.0,3.33,2.38,43.0,,,,,,0.0,4.44,0.97,0.0,27.0,1097.0
civil,A,519.0,1.8296,5.8,2.07,20.0,2.95,2.2,21.0,,,,,,0.0,2.07,1.33,0.0,28.0,813.0
civil servant,N,581.0,-1.5539,,,,,,,,,,,,1.0,4.14,1.25,0.0,29.0,0.0
clang,V,402.0,0.4953,4.1,1.26,21.0,4.61,2.23,23.0,,,,,,0.0,3.96,1.16,2.0,29.0,43.0
clarity,N,564.0,1.035,7.26,1.73,19.0,3.64,2.32,22.0,,,,,,0.0,2.0,1.1,0.0,29.0,107.0
class,N,256.0,2.4385,5.73,1.52,22.0,4.43,1.99,21.0,,,,,,0.0,3.85,1.32,0.0,27.0,5985.0
clatter,V,370.0,0.8156,4.05,1.47,19.0,5.04,2.6,24.0,,,,,,0.0,3.19,1.49,2.0,29.0,36.0
clean,A,213.0,1.7975,7.09,1.8,22.0,3.57,2.2,21.0,,,,,,0.0,3.07,1.41,0.0,28.0,6183.0
clean,V,236.0,1.7818,7.09,1.8,22.0,3.57,2.2,21.0,,,,,,0.0,3.07,1.41,0.0,28.0,6183.0
cleaner,N,346.0,1.0523,5.8,2.07,20.0,3.17,2.26,18.0,,,,,,0.0,3.78,1.15,0.0,27.0,353.0
cleft,N,553.0,0.5024,4.36,1.56,22.0,3.54,2.34,24.0,,,,,,0.0,4.31,1.05,0.0,26.0,30.0
clergyman,N,443.0,0.8506,,,,,,,,,,,,0.0,4.73,0.52,0.0,30.0,17.0
clerk,N,465.0,1.4787,4.76,1.51,21.0,3.85,2.01,20.0,,,,,,0.0,4.28,1.28,0.0,25.0,658.0
cleverness,N,411.0,0.3032,6.95,1.87,19.0,5.55,2.22,22.0,,,,,,0.0,2.07,1.15,0.0,28.0,26.0
clip,V,385.0,0.6767,5.36,1.18,22.0,2.9,1.61,21.0,,,,,,0.0,4.37,1.1,0.0,30.0,290.0
clockmaker,N,437.0,-1.5539,,,,,,,,,,,,0.0,4.34,1.04,0.0,29.0,1.0
close,V,245.0,2.081,5.23,2.09,22.0,3.81,2.06,21.0,11.102564102564102,4.0,1.0,3.2,5.615384615,0.0,3.2,1.32,0.0,30.0,11191.0
clothes designer,N,549.0,-1.5539,,,,,,,,,,,,,,,,,
clothing,N,301.0,1.536,6.37,1.71,19.0,4.44,2.49,43.0,,,,,,0.0,4.43,1.1,0.0,28.0,553.0
club,N,351.0,2.0864,6.5,1.77,22.0,3.76,2.39,21.0,,,,,,0.0,3.78,1.45,0.0,27.0,5038.0
coach,N,346.0,1.536,5.72,1.49,18.0,3.35,2.16,20.0,,,,,,0.0,4.12,1.05,0.0,25.0,2429.0
coachman,N,407.0,0.2095,5.22,1.56,18.0,3.05,2.11,20.0,,,,,,0.0,4.12,1.3,3.0,28.0,30.0
coast,N,311.0,1.7038,5.9,2.28,21.0,4.17,2.64,23.0,,,,,,0.0,4.21,1.1,0.0,28.0,1361.0
cobbler,N,327.0,-0.0223,6.0,1.84,20.0,2.92,1.84,24.0,,,,,,0.0,4.53,0.9,0.0,30.0,119.0
cock,N,316.0,0.8544,5.05,2.65,20.0,5.74,2.2,23.0,,,,,,0.0,4.79,0.57,0.0,28.0,580.0
cod,N,368.0,0.9903,5.21,1.81,19.0,3.95,2.44,22.0,,,,,,0.0,4.61,1.1,0.0,28.0,114.0
